,GSM2674167,GSM2674173,GSM2674157,GSM2674158,GSM2674159,GSM2674160,GSM2674161,GSM2674162,GSM2674163,GSM2674164,GSM2674165,GSM3304957,GSM3304968,GSM3304969,GSM3304972,GSM3304976,GSM3304978,GSM3304979,GSM3305004,GSM3305008,GSM3305010,GSM3305020,GSM3305021,GSM3305025,GSM3305050,GSM3305061,GSM3305068,GSM3305084,GSM3305088
GSM2674165,0.9231484322427183,0.9161362977602628,0.910088056497024,0.9028220670234053,0.8402434768446609,0.8845650855247537,0.9193850963656273,0.9104403165671051,0.9144478523213361,0.9246494326866279,1.0,0.8910471481805966,0.9014775030797609,0.8908424663632558,0.897030848956166,0.9035548006573105,0.8966575772394881,0.878397473423028,0.9166165844797577,0.8969280932326045,0.8626203016141171,0.8992530982548241,0.9132271832624919,0.8592571113816821,0.9048646300428114,0.893352055183533,0.8412888684191426,0.9064720819572045,0.8448678812440729
GSM3304957,0.9329141584651345,0.9212547473700377,0.9060833756400725,0.9192093545570379,0.9126729931947641,0.8984034236875538,0.9384875498686633,0.9417914997065112,0.9119107775663101,0.9228697269574291,0.8910471481805966,1.0,0.9100703417273841,0.8992105922209783,0.938499945734733,0.9327619760503287,0.886831553280759,0.9225455856073408,0.927252994986678,0.9317352513642628,0.9239821942764603,0.9153008285774562,0.8948526915040302,0.892368674400999,0.9470289737162592,0.9389306969161693,0.8564711375953271,0.9385184533913294,0.9317539906098246
GSM3304968,0.9303762743706204,0.9301719010978563,0.9138057012194789,0.8969521427608614,0.8842451040768898,0.9010652960011677,0.9292129947662424,0.9250692083446791,0.898678924930105,0.9194759418738477,0.9014775030797609,0.9100703417273841,1.0,0.914367864100436,0.9177349187386045,0.9194977256124789,0.915051861141525,0.9088051702978275,0.9321796338998396,0.9200521145228939,0.8903500801779427,0.9251456936100054,0.9269799801201697,0.9022353855536552,0.9221827943604805,0.9298214789436907,0.8618094955330615,0.9208033493323093,0.894019580275862
GSM3304969,0.93343637909997,0.9320198389094064,0.9115588420308651,0.8936596061065064,0.8886761618183887,0.8792372939167303,0.9326425717801788,0.9289801408967648,0.8970467345066356,0.9121510741491299,0.8908424663632558,0.8992105922209783,0.914367864100436,1.0,0.9018688416105912,0.9101203546016035,0.9088509766180086,0.8832281886091053,0.9267561112690326,0.9124322468830134,0.9045381401139365,0.9060485523782977,0.9189187067108481,0.8945723525141991,0.9056894685251295,0.9035300719824089,0.8755061192317103,0.9189194075460643,0.8829456705673014
GSM3304972,0.9381548064730512,0.9342947613684696,0.9220151204907495,0.9185226082875662,0.9161446052183079,0.9185703419412248,0.9488056416627886,0.9380060163933395,0.9249910651915991,0.9363569806508443,0.897030848956166,0.938499945734733,0.9177349187386045,0.9018688416105912,1.0,0.9391693955216652,0.886065364605146,0.9228895476832241,0.93308386224679,0.9433242722261896,0.9228890754403333,0.9338230396186645,0.8994009692386655,0.8827486205584864,0.9553986541808,0.9473795321011952,0.8522646776823015,0.9453937349313543,0.9164968841419011
GSM3304976,0.9462899506541994,0.9471034469996178,0.9381561700042321,0.936870162397789,0.940342641411314,0.9277024866603641,0.9552745671211749,0.9475855538993813,0.9422651113820807,0.9467885275630324,0.9035548006573105,0.9327619760503287,0.9194977256124789,0.9101203546016035,0.9391693955216652,1.0,0.8901899126690812,0.918010080068707,0.9311632147446842,0.9358454017897552,0.9304383415565043,0.9334420598798299,0.9023583492355204,0.8807723672813086,0.9375264377729203,0.9405944933396955,0.865835656417352,0.9485298901111779,0.9079788021338162
GSM3304978,0.9195141356920363,0.9171518050394548,0.9006642408923428,0.8770618559686939,0.8577484502498152,0.8803296862706721,0.9115505176556817,0.9112218511012573,0.8751161816665232,0.9005169706514629,0.8966575772394881,0.886831553280759,0.915051861141525,0.9088509766180086,0.886065364605146,0.8901899126690812,1.0,0.8782156631042889,0.928980284396538,0.8996377916271104,0.8726326231960072,0.9138346688135269,0.9547544724521695,0.9012464353613334,0.8896899118768538,0.9010995701582459,0.8828220545785487,0.8906464310935027,0.8742625131769819
GSM3304979,0.8926458871869174,0.9016676791680293,0.8764888062870759,0.8949338372568917,0.8638137661115807,0.919181006335559,0.9053430147986777,0.8981109357793671,0.8872742682641863,0.891843432501823,0.878397473423028,0.9225455856073408,0.9088051702978275,0.8832281886091053,0.9228895476832241,0.918010080068707,0.8782156631042889,1.0,0.9126438965355377,0.9077694165982685,0.9001943667277944,0.9136147092502075,0.8926252500989359,0.9115480977519822,0.9192544275721917,0.9385736751538187,0.868178178748865,0.9148963510081944,0.9032960349550117
GSM3305004,0.9498313774925158,0.9481911226843421,0.9374677223726648,0.9188239342369304,0.9078644788680786,0.9125233205896465,0.9484384114337936,0.9431961744467497,0.9217719440424333,0.9339077671444069,0.9166165844797577,0.927252994986678,0.9321796338998396,0.9267561112690326,0.93308386224679,0.9311632147446842,0.928980284396538,0.9126438965355377,1.0,0.940669658429199,0.9158795187081575,0.9318509553382933,0.9373956045699448,0.9055735720283136,0.9419007013773246,0.9392584909326291,0.8759838083748086,0.9394393562419878,0.9052866015813238
GSM3305008,0.9506676256591097,0.9445394627676974,0.9412936020652188,0.9294427947621523,0.9250861319211692,0.9182728999596927,0.9523133662966761,0.9434965368062762,0.926555284991496,0.9403562333976857,0.8969280932326045,0.9317352513642628,0.9200521145228939,0.9124322468830134,0.9433242722261896,0.9358454017897552,0.8996377916271104,0.9077694165982685,0.940669658429199,1.0,0.9194862606085143,0.9348911869480091,0.9107042212445365,0.874843226292106,0.9463011174217568,0.9379556311690396,0.8526549491480747,0.9474428121722265,0.9021845292184357
GSM3305010,0.9337487344963581,0.9340522987222518,0.9111249152311004,0.915016365022498,0.9300335258118919,0.8795946098569543,0.9458016820595339,0.9398613205727439,0.9182079573983485,0.9133125013884384,0.8626203016141171,0.9239821942764603,0.8903500801779427,0.9045381401139365,0.9228890754403333,0.9304383415565043,0.8726326231960072,0.9001943667277944,0.9158795187081575,0.9194862606085143,1.0,0.916844415680543,0.8805666260662877,0.8789001268432726,0.9277984962049394,0.92282632704238,0.8894777671261841,0.9377642091035234,0.9240907090879403
GSM3305020,0.9370007615543677,0.9358731935064967,0.9293213968323946,0.9182002332903025,0.9097693463551102,0.9334940962047027,0.948431688616866,0.9362384786621668,0.9246706517022968,0.94017183745412,0.8992530982548241,0.9153008285774562,0.9251456936100054,0.9060485523782977,0.9338230396186645,0.9334420598798299,0.9138346688135269,0.9136147092502075,0.9318509553382933,0.9348911869480091,0.916844415680543,1.0,0.9215500991494079,0.8872767579719053,0.9289983574709367,0.9352201180010686,0.8684284024976806,0.9295549028968159,0.8970782401415326
GSM3305021,0.9284452847478831,0.9269302042922204,0.9108593127740883,0.8839184472150168,0.8630078456125365,0.8914055213550502,0.9212551160978449,0.9201685301607795,0.8850755507092728,0.9123942697212011,0.9132271832624919,0.8948526915040302,0.9269799801201697,0.9189187067108481,0.8994009692386655,0.9023583492355204,0.9547544724521695,0.8926252500989359,0.9373956045699448,0.9107042212445365,0.8805666260662877,0.9215500991494079,1.0,0.904041027017756,0.9001399590109869,0.9162654539611353,0.8705048057172575,0.9024129348552221,0.8840610530540272
GSM3305025,0.8792344518098907,0.8836072834470284,0.8549138282031349,0.8527705261790209,0.832015066867794,0.8692354934750918,0.8870022888522774,0.8845867944341953,0.850370280279448,0.8672032645901728,0.8592571113816821,0.892368674400999,0.9022353855536552,0.8945723525141991,0.8827486205584864,0.8807723672813086,0.9012464353613334,0.9115480977519822,0.9055735720283136,0.874843226292106,0.8789001268432726,0.8872767579719053,0.904041027017756,1.0,0.8808479822109818,0.9013932655172994,0.877173630236984,0.8824127710855081,0.8942191162404238
GSM3305050,0.9498348693351193,0.9424159037166813,0.9278489606101018,0.925645740779508,0.9269094203403961,0.9134104890255373,0.9501212749232287,0.9518020665299267,0.9281834165895123,0.9349720940361865,0.9048646300428114,0.9470289737162592,0.9221827943604805,0.9056894685251295,0.9553986541808,0.9375264377729203,0.8896899118768538,0.9192544275721917,0.9419007013773246,0.9463011174217568,0.9277984962049394,0.9289983574709367,0.9001399590109869,0.8808479822109818,1.0,0.9520525804893943,0.8515235660494163,0.9477216935827357,0.9264259197395953
GSM3305061,0.9354792060892801,0.9340384665452145,0.9158523565874065,0.9135292746247621,0.9138426602853172,0.9295587796024188,0.939118577886048,0.9393954527135532,0.9109671179639878,0.9273436670496401,0.893352055183533,0.9389306969161693,0.9298214789436907,0.9035300719824089,0.9473795321011952,0.9405944933396955,0.9010995701582459,0.9385736751538187,0.9392584909326291,0.9379556311690396,0.92282632704238,0.9352201180010686,0.9162654539611353,0.9013932655172994,0.9520525804893943,1.0,0.854260509907028,0.9372791185798095,0.9319977690075893
GSM3305068,0.8704876389622893,0.8813751777818097,0.8544138232485908,0.8627288531766557,0.8375480144331118,0.8416341429217765,0.880683175307458,0.8756235379715329,0.8565444232578335,0.856096249771816,0.8412888684191426,0.8564711375953271,0.8618094955330615,0.8755061192317103,0.8522646776823015,0.865835656417352,0.8828220545785487,0.868178178748865,0.8759838083748086,0.8526549491480747,0.8894777671261841,0.8684284024976806,0.8705048057172575,0.877173630236984,0.8515235660494163,0.854260509907028,1.0,0.8703370073090982,0.8472659755975174
GSM3305084,0.9515830785590128,0.9486211445379733,0.9438636005217403,0.9362438298353525,0.9334754470623405,0.9104746211075904,0.9625577558402679,0.9502819341689772,0.9437064072038022,0.9456907605818978,0.9064720819572045,0.9385184533913294,0.9208033493323093,0.9189194075460643,0.9453937349313543,0.9485298901111779,0.8906464310935027,0.9148963510081944,0.9394393562419878,0.9474428121722265,0.9377642091035234,0.9295549028968159,0.9024129348552221,0.8824127710855081,0.9477216935827357,0.9372791185798095,0.8703370073090982,1.0,0.9119764512797638
GSM3305088,0.9119452046770165,0.9018701060150798,0.874149185062135,0.8722585403938707,0.8923321976861877,0.8493092712620725,0.9144337258379596,0.9264783961430867,0.8686426160555899,0.8849968403809892,0.8448678812440729,0.9317539906098246,0.894019580275862,0.8829456705673014,0.9164968841419011,0.9079788021338162,0.8742625131769819,0.9032960349550117,0.9052866015813238,0.9021845292184357,0.9240907090879403,0.8970782401415326,0.8840610530540272,0.8942191162404238,0.9264259197395953,0.9319977690075893,0.8472659755975174,0.9119764512797638,1.0
