,GSM3304967,GSM3304992,GSM3305000,GSM3305005,GSM3305043,GSM3305074
GSM3304967,1.0,0.8994979373298154,0.868640555858624,0.8898059924561521,0.8994002376796331,0.914330673697564
GSM3304992,0.8994979373298154,1.0,0.9209647845813456,0.940284120158691,0.9217162680065829,0.9378023664502873
GSM3305000,0.868640555858624,0.9209647845813456,1.0,0.9234805983677034,0.884296826924669,0.8880597800458215
GSM3305005,0.8898059924561521,0.940284120158691,0.9234805983677034,1.0,0.9068783134047177,0.9165897737518534
GSM3305043,0.8994002376796331,0.9217162680065829,0.884296826924669,0.9068783134047177,1.0,0.9305638624885977
GSM3305074,0.914330673697564,0.9378023664502873,0.8880597800458215,0.9165897737518534,0.9305638624885977,1.0
