,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,SSP_4,SSP_3,SSP_7,SSP_8,CA.1,CA.2,CA.3,CA.4,CL.1,CL.2,CL.3,CL.4,CL.5,CL.6,CL.7,CL.8,CL.9,CL.10,HP.1,HP.2,HP.3,HP.4,HP.5,HP.6
CA.4,0.8007904356911043,0.8059727124448717,0.7938757503203525,0.8046662645419743,0.8089978432034993,0.8165430004665057,0.8137263798404334,0.823978786344781,0.8336217556267749,0.8305983798122053,0.8148027773372681,0.8230409214539149,0.8114311679242044,0.8050115806568199,0.7925265223700978,0.824635009640033,0.8192306612255651,0.8093661573639013,0.8196439343772992,0.8180537539100755,0.8389680481555296,0.8408071287018452,0.8405676058650907,0.8517974338273417,0.9091783816116049,0.8961113870474176,0.8549272706948926,1.0,0.8433836627881688,0.8400024592472745,0.7811460317914691,0.83530523387389,0.8393217306337541,0.8222265230170251,0.8370836658993662,0.8527046366075879,0.8216306383828961,0.8379095251733927,0.8475491368030253,0.8559566116604405,0.8471414016865363,0.7868074632391207,0.7963686918670894,0.8745086817323862
CL.1,0.9549205599931379,0.9535091646909368,0.9573130291273886,0.9170277300808312,0.9231410534526225,0.9226707806783171,0.907810056340372,0.9492155572728075,0.9419738842838049,0.9533845860582935,0.9459831460767836,0.9569850945888879,0.9502450657570731,0.9397595804456862,0.9451964894824268,0.921664957202854,0.9445266547806962,0.9149994586429121,0.9525284055054228,0.9351267570001349,0.9067348574947215,0.9159567406077187,0.9178415672353517,0.9014493558549725,0.7775899618278874,0.7726826735968507,0.7275155281488122,0.8433836627881688,1.0,0.9703172894149178,0.93942048245257,0.9645228146309585,0.9488562769919016,0.9503763488719144,0.9642251365454628,0.9595736373999321,0.959369818972131,0.9605646934690725,0.9455039003671384,0.9391579795592648,0.912596899478789,0.9093500057803618,0.9079818484615887,0.9017598636627961
CL.2,0.9505415491133281,0.9438612814464529,0.9567064648738051,0.9144008786697736,0.9124160055124964,0.9162145735677406,0.8971390269813027,0.9369992267534104,0.9349787646327168,0.9430929211411802,0.9443005266245107,0.9543530468463347,0.9467586154419386,0.9335340279440176,0.941840067961717,0.9025729552975486,0.9355087754079384,0.9022930449267842,0.9504388442410265,0.9220138578987271,0.9259082559801561,0.9238201739056723,0.9257010834532883,0.9108472147986937,0.7781772191987847,0.7573285940961295,0.733923947506063,0.8400024592472745,0.9703172894149178,1.0,0.9478218563234092,0.961460246863645,0.9546927726156248,0.9584334017430209,0.9536195915944664,0.9581991790736534,0.9600935849496696,0.9546157038307704,0.9343766650982158,0.9483522224675778,0.9244172219202496,0.9269433567154207,0.9313965961194834,0.9076925092257742
CL.3,0.9340987221463403,0.9277177153349107,0.9417167302954149,0.8987876495649768,0.9014992224907649,0.8981457693874841,0.8873872196575959,0.9203321634664259,0.9068323033113426,0.9197407395211328,0.9372289370746892,0.939809313537816,0.933043969731023,0.9217897344263065,0.9372583046802805,0.882341264915969,0.9286812996639229,0.8817006908125211,0.9343454508350946,0.9061039553941702,0.9229038279648888,0.9104598961606873,0.8989500694876754,0.8765958357006839,0.7242228595363954,0.6762019159398963,0.6497229911121838,0.7811460317914691,0.93942048245257,0.9478218563234092,1.0,0.9407182270267548,0.9387398606202912,0.9610264224433144,0.9371083492184411,0.9409620487335367,0.9418261236697751,0.9464536822551958,0.9410914286603395,0.9304771392040992,0.9151165685081913,0.9404458680040916,0.9221891970050119,0.8588999063734567
CL.4,0.955168336363842,0.9517955216101648,0.9594882337936275,0.924086206798914,0.9305126144782178,0.927157500347298,0.9123866898672509,0.9501860113572367,0.9454616894316139,0.9509823602171983,0.9499586182602339,0.9611665288230617,0.9586235762008376,0.9500602291514013,0.9454906568705598,0.9199584453344575,0.9518062912050204,0.9071254857918738,0.9595989611642309,0.9330954330097271,0.9295196902559157,0.9288118402550393,0.9301272870975438,0.9126177801944906,0.7681584434496058,0.753495589139482,0.7056136690474718,0.83530523387389,0.9645228146309585,0.961460246863645,0.9407182270267548,1.0,0.9531699400870591,0.9645365051781271,0.965340882082673,0.9710438399681585,0.961385020803091,0.9595559696110134,0.9516057354380614,0.9282684047037661,0.9165017973867338,0.919662895567994,0.9198068553214105,0.8988909490356196
CL.5,0.9533688091451488,0.9431505663421594,0.9543500971383622,0.9237663638364286,0.9224342028044521,0.9250971257322882,0.9148713427507392,0.9465837966593936,0.9497966484424338,0.9437093519485324,0.9585429216871942,0.9574957971612348,0.9579445398669328,0.9417453995478345,0.9567986170288194,0.9124197220675417,0.9443221116117549,0.92025613587714,0.9606816303320413,0.9282708816283833,0.9263376319457303,0.9381342007354893,0.9323906150536256,0.9223202513826633,0.7684143790728022,0.7754108396056839,0.712864434252576,0.8393217306337541,0.9488562769919016,0.9546927726156248,0.9387398606202912,0.9531699400870591,1.0,0.9616299547876525,0.95744253868133,0.9616334593008724,0.9519441604048806,0.9626357988571413,0.945532928233716,0.9560257148454383,0.9475703112893042,0.9418147808445689,0.9452306558470256,0.9203175754558964
CL.6,0.9512533950394454,0.9498514928717702,0.9628284864435482,0.9310690286291159,0.9357032319033048,0.930726892927289,0.9227650832937374,0.9483163716198362,0.9373762663006092,0.9458162409423422,0.9601079761385305,0.961360941121249,0.9608929202338825,0.951227361316713,0.9578333430107179,0.9127281694584864,0.9568190959685428,0.9040147097954119,0.9618100070270634,0.9344018981914217,0.9445693987976344,0.9391502780930082,0.929432047737666,0.9162198399546744,0.7544543709597727,0.7307635496861331,0.6793836935199291,0.8222265230170251,0.9503763488719144,0.9584334017430209,0.9610264224433144,0.9645365051781271,0.9616299547876525,1.0,0.9574136487765001,0.9675717792539508,0.9536457472479223,0.9682868695571397,0.9586071029297797,0.9428163012446782,0.9381621549798674,0.9380532662740548,0.9392427154006219,0.9004605670324686
CL.7,0.9530192842680447,0.9586986906778867,0.9570152903027004,0.9213453201701493,0.9329204091698808,0.9287893441391071,0.9160607333566846,0.9561503857891214,0.9444705960637529,0.9544068525585583,0.9508254795834903,0.9600127586027343,0.9589677399353295,0.9506217063366099,0.9527017738168291,0.9278996512955626,0.9512854169399018,0.9151615649367549,0.9605650191940548,0.9376265785994593,0.9066675273051106,0.9245252443056122,0.922956410656591,0.9020232314140973,0.7656284833064523,0.7642798629232703,0.7008618232921694,0.8370836658993662,0.9642251365454628,0.9536195915944664,0.9371083492184411,0.965340882082673,0.95744253868133,0.9574136487765001,1.0,0.9667292379564885,0.9596423964394742,0.9650766217328641,0.94463804516577,0.9258889079850599,0.9095336182027013,0.9145616906412009,0.911687499520721,0.892737322176583
CL.8,0.9537051721959279,0.951007836847538,0.9588168123624812,0.9401671475063846,0.9423488862502418,0.9424972204532657,0.9298064415762675,0.9546150761056867,0.9515692576448747,0.9557898325819563,0.9560357204546175,0.9668437244072413,0.9619749798136887,0.9531435690159102,0.9452587839188931,0.936725255463976,0.9566024193177397,0.92710341812337,0.9680845379738723,0.9488278677178593,0.9309104100141958,0.9354360878624723,0.9330974113254973,0.917730522638115,0.7815866767240931,0.782744389703459,0.7083687988961516,0.8527046366075879,0.9595736373999321,0.9581991790736534,0.9409620487335367,0.9710438399681585,0.9616334593008724,0.9675717792539508,0.9667292379564885,1.0,0.9524654411375857,0.9614955569869035,0.9592136952499648,0.9374480121381646,0.9447907404923495,0.9213342121395447,0.9192133848074564,0.9141073879059506
CL.9,0.9571213983421492,0.9539402577344301,0.9586719701810631,0.9100138170294995,0.9186310857111288,0.9176329497766968,0.8992366021776315,0.9462449392930066,0.942768182466839,0.9460670645372056,0.9469798405101804,0.9559346479040398,0.9558570447358281,0.9449480617098501,0.9504775205070519,0.905403977824502,0.9408606918008957,0.9036499499725145,0.9502079624604888,0.9216292389495371,0.9152524959495489,0.9319853240260181,0.9325202868931068,0.9145926437344677,0.7498074471281171,0.7494922404204655,0.7064712058518099,0.8216306383828961,0.959369818972131,0.9600935849496696,0.9418261236697751,0.961385020803091,0.9519441604048806,0.9536457472479223,0.9596423964394742,0.9524654411375857,1.0,0.9554372573442559,0.9354151446211842,0.9366220363319893,0.9060525294666838,0.926692471056644,0.9316782007920524,0.8895693779720097
CL.10,0.9546059772913672,0.9566609314110506,0.9568397826542684,0.9204286431430969,0.9286237486372301,0.9254611571897691,0.920838534052446,0.9534470282231856,0.9453298540800708,0.9512763780971512,0.955647196108442,0.96072528211693,0.9574622153191789,0.9452246795737193,0.9613674892152342,0.9181796452570262,0.9560167312136106,0.9159896438298225,0.9551324959477322,0.9329827320280155,0.9193318719106063,0.9339418892684133,0.9241947844261446,0.9135007498682522,0.7655478784683798,0.7602111165510659,0.7166803474206657,0.8379095251733927,0.9605646934690725,0.9546157038307704,0.9464536822551958,0.9595559696110134,0.9626357988571413,0.9682868695571397,0.9650766217328641,0.9614955569869035,0.9554372573442559,1.0,0.956104050698067,0.9403431340362137,0.9253356919579396,0.9366260842973361,0.9228604054881149,0.8979170759520823
HP.1,0.9452594052295734,0.9472159708929233,0.9492670742469078,0.9403318055335087,0.9467168409385505,0.9432296383894592,0.9407859260683133,0.9558570187644646,0.9458457725155948,0.9569295797685001,0.9588667146087321,0.9616301654021869,0.9574826702222675,0.9518402163157381,0.9448778864394074,0.938916091343407,0.9603776509170326,0.9218393067441255,0.9584929763816225,0.947908127957379,0.9329448748469465,0.9354164013039176,0.9261299367925186,0.9162663900143043,0.7776735730273464,0.7753605233246234,0.6865992009977252,0.8475491368030253,0.9455039003671384,0.9343766650982158,0.9410914286603395,0.9516057354380614,0.945532928233716,0.9586071029297797,0.94463804516577,0.9592136952499648,0.9354151446211842,0.956104050698067,1.0,0.9339513314630836,0.9454979646915288,0.9261638213054314,0.9135154528374394,0.9146855889191895
HP.2,0.9324548332651728,0.9198832174518238,0.9302267729247795,0.9006877925008421,0.8940553714992566,0.9021365314159575,0.8913644624678603,0.9229026711108592,0.9310403111894888,0.9240973419978562,0.9362468535082111,0.9350823413045382,0.930685394824324,0.9139833559630222,0.9315024530096954,0.8927739954782878,0.920123694255413,0.906215726113239,0.9346816810928485,0.9076270474040714,0.9400045046736987,0.9450652242165412,0.9400707033356082,0.9367084025876355,0.8074868270781042,0.7891659382431355,0.7469197342271349,0.8559566116604405,0.9391579795592648,0.9483522224675778,0.9304771392040992,0.9282684047037661,0.9560257148454383,0.9428163012446782,0.9258889079850599,0.9374480121381646,0.9366220363319893,0.9403431340362137,0.9339513314630836,1.0,0.9464927595786523,0.9335633090408572,0.9420033329063638,0.935618436058698
HP.3,0.9234889799353685,0.9139952034211954,0.927406914714192,0.9205359532276592,0.9121188854354806,0.9168169634385709,0.910891847421804,0.9195017185504295,0.9260755914228516,0.9221452372039999,0.9342080777367976,0.9361877824075296,0.92974283146688,0.9152506179890555,0.9219812695084154,0.9093199058826961,0.924249281827743,0.9208222952867486,0.9426906417464518,0.9275162537960496,0.9355656970834838,0.936361294087737,0.9312592221766909,0.925331820824683,0.7869065323315441,0.7996591348370595,0.7126409213340681,0.8471414016865363,0.912596899478789,0.9244172219202496,0.9151165685081913,0.9165017973867338,0.9475703112893042,0.9381621549798674,0.9095336182027013,0.9447907404923495,0.9060525294666838,0.9253356919579396,0.9454979646915288,0.9464927595786523,1.0,0.9241137421189635,0.9214109801263313,0.9377888155170864
HP.4,0.9337224485954362,0.9264715897209922,0.9343559398262561,0.9094267265399282,0.9056819235805633,0.9112430407109156,0.8981188016920675,0.9286530802165057,0.9282352934279305,0.9281004900974831,0.9426113486494332,0.9371477901734919,0.933479397405253,0.9260602578783138,0.9357308155691264,0.8874365117793629,0.9248223109575869,0.9043670956300311,0.9314386979792677,0.9042541004071855,0.913073033187203,0.9241175128966977,0.9155806683375809,0.9050730530494839,0.7097551229035381,0.7181132273583952,0.6577423079381739,0.7868074632391207,0.9093500057803618,0.9269433567154207,0.9404458680040916,0.919662895567994,0.9418147808445689,0.9380532662740548,0.9145616906412009,0.9213342121395447,0.926692471056644,0.9366260842973361,0.9261638213054314,0.9335633090408572,0.9241137421189635,1.0,0.9452983096453635,0.8907727803536387
HP.5,0.9281180461838696,0.9164004410928013,0.9367276990867642,0.911137704074174,0.9068181511743618,0.9086591137650246,0.8907109545670368,0.9271439054742393,0.9257873004627535,0.9195888110838879,0.9414200518224763,0.9365953560152209,0.939634297444508,0.9299809508259599,0.9340340202229175,0.8711490562968075,0.9195681543545243,0.8780491469510111,0.9352952231630524,0.8914067701620442,0.9423271244271217,0.936504665592817,0.936737288600456,0.9277731066429353,0.7301160769556885,0.7220916388497817,0.6613760344325524,0.7963686918670894,0.9079818484615887,0.9313965961194834,0.9221891970050119,0.9198068553214105,0.9452306558470256,0.9392427154006219,0.911687499520721,0.9192133848074564,0.9316782007920524,0.9228604054881149,0.9135154528374394,0.9420033329063638,0.9214109801263313,0.9452983096453635,1.0,0.925166642975669
HP.6,0.9061893835644752,0.897280900542325,0.904877242407065,0.9153054208071782,0.9031564588905573,0.9168439230344196,0.9056303003816154,0.9178574619067861,0.9320449279988983,0.9207056268056132,0.9260993600166928,0.9208200234061915,0.9176649663460539,0.9084443544020575,0.8974250930712451,0.9046444325340136,0.9112322358190347,0.9031442354396706,0.9272467992972989,0.9085759897298592,0.9234880530358739,0.9325892919544863,0.9363151993170706,0.9444934713881996,0.8096854794630637,0.850507337507657,0.7375688127274873,0.8745086817323862,0.9017598636627961,0.9076925092257742,0.8588999063734567,0.8988909490356196,0.9203175754558964,0.9004605670324686,0.892737322176583,0.9141073879059506,0.8895693779720097,0.8979170759520823,0.9146855889191895,0.935618436058698,0.9377888155170864,0.8907727803536387,0.925166642975669,1.0
