,GSM3304959,GSM3304960,GSM3304973,GSM3304975,GSM3304984,GSM3304985,GSM3304993,GSM3305051,GSM3305089,SSA.P.1,SSA.P.2,SSA.P.3,SSA.P.4,SSA.P.5,SSA.P.6,SSA.P.7,SSA.P.8,SSA.P.9,SSA.P.10,SSA.P.11,SSA.P.12,SSA.P.13,SSA.P.14,SSA.P.15,SSA.P.16,SSA.P.17,SSA.P.18,SSA.P.19,SSA.P.20,SSA.P.21
SSA.P.12,0.9263392051001208,0.8726891354389459,0.8972490869289765,0.9068905238422847,0.9191478569168708,0.9106368826069833,0.9001454233911209,0.8981571338372869,0.9142757817562034,0.9465393461209879,0.9399347366930938,0.9322575600996346,0.9340979626302959,0.9250927089723444,0.928828323137309,0.9415142840491533,0.9529169863170616,0.9647680071760308,0.9560133194046978,0.9711957040256898,1.0,0.9018949001133538,0.8762006863458384,0.9501616069530804,0.9507873116577327,0.931006732053889,0.8846290315988711,0.9303305356888504,0.8413226629100432,0.9509284607709584
SSA.P.13,0.9323267909844339,0.8968324038145258,0.9308712372159833,0.9002720326588873,0.9221351167154073,0.9205284506700322,0.950110930917031,0.9186518157411221,0.8847132134181773,0.924438512731558,0.944955066736474,0.9460598989656515,0.9443459672059124,0.9405779078240429,0.9521924001705716,0.9387524482354269,0.9352842337114872,0.9237434599608967,0.9309829630032251,0.9208693851402334,0.9018949001133538,1.0,0.9546671378101268,0.9522613207290321,0.9220589338727793,0.9077612879821153,0.9223432652817783,0.9450578522066779,0.832662250664659,0.902599042443194
SSA.P.14,0.9188917537639312,0.8941989088284877,0.9257892401965965,0.8888395901947395,0.9048889050011409,0.9155674558550304,0.9463799349667302,0.9126280368416358,0.8734947942056153,0.9006218993994289,0.9318777318515159,0.9300427491648504,0.9343674142680302,0.9311616225358323,0.925567206356788,0.9060303140297411,0.9081311620747972,0.903108397882344,0.9040582386674698,0.9002794760304103,0.8762006863458384,0.9546671378101268,1.0,0.9289760407079097,0.9123434474477589,0.896043473752643,0.8946203067720614,0.921244917171767,0.8022149077301072,0.8857273207378237
SSA.P.15,0.9501067894977709,0.9018062158725071,0.9265318678622008,0.9151631898817117,0.9481883955883458,0.9374131208146385,0.9467284126610583,0.9277619681149937,0.9149157410717289,0.9568975076249877,0.9763301270812973,0.9514470300547764,0.9647113886279337,0.9716594228284297,0.9387669038307553,0.9665456388968134,0.9567635728979452,0.9591398589151174,0.9490915067509426,0.9657612438296211,0.9501616069530804,0.9522613207290321,0.9289760407079097,1.0,0.9507349508502977,0.9343925608017815,0.9329071047751503,0.9653523473961019,0.8762141840724197,0.9387593433256566
SSA.P.16,0.9306893860462314,0.8832030042396761,0.9000673108345785,0.9088926493572721,0.9110806472595713,0.9102289883408707,0.9173617442894175,0.8902976988614651,0.8921506453089506,0.9598718820984706,0.9463788244244831,0.9609076586874468,0.9474264388509441,0.9242423577982272,0.9335189945210715,0.9117461602878719,0.9355713459938094,0.939708283328106,0.9344760923403783,0.9377447585589918,0.9507873116577327,0.9220589338727793,0.9123434474477589,0.9507349508502977,1.0,0.955706846528567,0.8709106550710906,0.9300434668363291,0.7902534406244288,0.9371796760491173
SSA.P.17,0.9200407998952083,0.8759454353373971,0.8830451626107539,0.8954106460354376,0.8900101269139777,0.9054109449497211,0.8899232756549458,0.8743049069410312,0.8647931183615777,0.9404769028231924,0.9353690523094852,0.965395420012961,0.9470827573491153,0.9034297100053326,0.9321880998512795,0.8892496908504123,0.911552950199059,0.9158787624614882,0.9096181383228921,0.8995040956771239,0.931006732053889,0.9077612879821153,0.896043473752643,0.9343925608017815,0.955706846528567,1.0,0.8355839659079479,0.890407079228852,0.7381754899614287,0.9241220353659941
SSA.P.18,0.8801778538864923,0.8046840636391533,0.8608027682842536,0.8276922154381835,0.8878355233336755,0.8643120493891466,0.94164574661347,0.8691167197741518,0.8389966836484241,0.8901412404109709,0.9359702629413522,0.8673849091308206,0.8972025380442693,0.9530747945029227,0.8892092569368901,0.952086690268852,0.9265757016505519,0.9204070478054351,0.911398265723365,0.9333330673334294,0.8846290315988711,0.9223432652817783,0.8946203067720614,0.9329071047751503,0.8709106550710906,0.8355839659079479,1.0,0.9406958962226255,0.9372854162894692,0.8619899458188759
SSA.P.19,0.9280014268062989,0.8746653861239387,0.9095687547660605,0.8940780845141517,0.9372922906526558,0.9160935268802781,0.9472307180458511,0.9168508126583291,0.9019024089892712,0.9380955109607916,0.9560210121678556,0.9170805691326812,0.9486783217300178,0.9612039418306683,0.9126532996124301,0.9580113242079237,0.9380886325336504,0.9505131587665375,0.9461848822806074,0.9604985941207568,0.9303305356888504,0.9450578522066779,0.921244917171767,0.9653523473961019,0.9300434668363291,0.890407079228852,0.9406958962226255,1.0,0.893438699873891,0.9093237131882971
SSA.P.20,0.8336526147360089,0.7627637402884964,0.816944932346631,0.784940036518434,0.8652458758237869,0.8162334792520872,0.8622051029772789,0.8434902902265818,0.8306488744550073,0.8251418177103076,0.8800437937824716,0.7675537451797628,0.8182881120677227,0.9129122684125913,0.7981579739102033,0.9255394012091323,0.8759136945421656,0.8777271617133559,0.8594042313180718,0.9057664457203451,0.8413226629100432,0.832662250664659,0.8022149077301072,0.8762141840724197,0.7902534406244288,0.7381754899614287,0.9372854162894692,0.893438699873891,1.0,0.8142750034984049
SSA.P.21,0.9227193574805921,0.8837555910882988,0.8970209374674794,0.9137026474241396,0.9200539007426147,0.9163937092028444,0.8880031284094282,0.9186836283750808,0.9301071363567547,0.935420594941313,0.9264607196352512,0.9312928163940297,0.9294706030731669,0.910321868572972,0.9202301970847283,0.9229127880090552,0.9295252541311904,0.9487992134769864,0.9474111662712509,0.9373017121820572,0.9509284607709584,0.902599042443194,0.8857273207378237,0.9387593433256566,0.9371796760491173,0.9241220353659941,0.8619899458188759,0.9093237131882971,0.8142750034984049,1.0
