,GSM2674167,GSM2674173,GSM2674157,GSM2674158,GSM2674159,GSM2674160,GSM2674161,GSM2674162,GSM2674163,GSM2674164,GSM2674165,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,GSM3304957,GSM3304968,GSM3304969,GSM3304972,GSM3304976,GSM3304978,GSM3304979,GSM3305004,GSM3305008,GSM3305010,GSM3305020,GSM3305021,GSM3305025,GSM3305050,GSM3305061,GSM3305068,GSM3305084,GSM3305088,AP.7,AP.8,AP.9,AP.10
GSM2674165,0.9131265774794035,0.9079184143133556,0.8976755401381209,0.8911644662737943,0.8155024380762351,0.8734019419869311,0.9063701429312724,0.8981789050778279,0.9009746500819018,0.9131138617722576,1.0,0.9256063644005508,0.866620935201297,0.8960508708714869,0.8631410801556648,0.8977876980284034,0.8803949922523483,0.9070014076231131,0.8622244233678904,0.8671276221631515,0.8564253168427388,0.9223756548151533,0.8541543821625424,0.8730642623179167,0.8617254327529182,0.878967848276667,0.8365133993573541,0.8419152852029426,0.8597122482049789,0.7966859468779901,0.8165639197434618,0.8975509374005084,0.8659555312784166,0.8791320885880425,0.8955173472257604,0.8822919243184038,0.8840650964739818,0.8899494197742701,0.8932565522242366,0.8720293940218142,0.9096557168415621,0.8836765650362811,0.8497655088034343,0.891153452128839,0.9076170886433187,0.8544103405637992,0.8936806282398604,0.8827241803126127,0.8375556386527206,0.8946486896145017,0.8414663535779042,0.9124872481068904,0.8783753044681248,0.8991292403135942,0.9016931333682368
GSM2674214,0.9467448958841972,0.9470537775955773,0.9300986354988409,0.9245137188907904,0.8911473351993683,0.9146466417994435,0.9519674907973905,0.9404951928246372,0.9247496151736169,0.9378451761660893,0.9256063644005508,1.0,0.9151311423695181,0.950562937283503,0.8968373080121863,0.9230856035601488,0.8980974014355019,0.9622033112869549,0.8745290660893383,0.9037502965576781,0.8777089076723509,0.9590257966997465,0.8915299000570484,0.8931024668478975,0.9043459814709733,0.902009495534871,0.8866817508275384,0.8883662745200188,0.9111091682935796,0.8468768196400553,0.8768630268459918,0.9523476820398383,0.9397888976171087,0.9309350396109062,0.9292382713088003,0.9278700440972124,0.9391854715541311,0.9368503132088082,0.9202529429484241,0.9300753214061209,0.9466890622970562,0.9323541257859114,0.9371322319337227,0.9411346145856698,0.9310735396038937,0.914256200202045,0.9364953435076401,0.9338915587942408,0.8966186012782312,0.9466681455351251,0.9165020312506227,0.9243355943551723,0.9344728025072979,0.9336926033641232,0.9568126732853238
GSM2674208,0.9162880437854143,0.9148289830438336,0.9010804138661115,0.9184877601303826,0.8928047783711955,0.9290531107789306,0.9205348626451519,0.9139077435602054,0.9110103476236735,0.9162569426082706,0.866620935201297,0.9151311423695181,1.0,0.9341440637079984,0.918570034166626,0.9294385520271624,0.9183587705062445,0.8886537643300878,0.9099796902220285,0.9053173084032033,0.9023278041164635,0.9027283663980028,0.9084308928791491,0.9034724030777587,0.8910672561469326,0.9198505684505027,0.9228764268742616,0.924648701714902,0.9387312237074873,0.8835123252991589,0.9286679090108853,0.9004389168806903,0.9068787091977539,0.9125107012296446,0.8970481238046973,0.8778216148359044,0.9274702647106429,0.9213124039342813,0.8701281988042521,0.9147805731878694,0.9123675316132117,0.9236426193281582,0.8988728757385688,0.9260932007458788,0.8754773339193955,0.8567666347431614,0.9287274038934343,0.9238124254901484,0.8414205953641108,0.9174846729494047,0.8833670638988603,0.8902705141082633,0.911699304379557,0.9138115690881073,0.9224572143422634
GSM2674209,0.9272445762714587,0.9347167032735915,0.9177247761400457,0.9212740387456786,0.897890346300783,0.929487559310849,0.9383236525651644,0.9323879248602239,0.9240993952199957,0.9361160202932122,0.8960508708714869,0.950562937283503,0.9341440637079984,1.0,0.9256111838212797,0.9343547886525347,0.9358366316565078,0.9326604108177864,0.9081538410668148,0.9199795224654151,0.9174049599779192,0.9355538670399334,0.9120357405527688,0.9169620362625733,0.9061260628985627,0.9340188628966286,0.9204486933936318,0.9278752097650663,0.941306019998897,0.8969393841571184,0.9163269259234538,0.9347402553501263,0.9369263320420149,0.9355679170190748,0.9215354514267621,0.9071960995759455,0.9469281826034979,0.9332621799446799,0.899943257879,0.9336061521984115,0.9367489971377994,0.9358136662680544,0.9217359539449355,0.9355938113367344,0.9103531744566211,0.8964432425673201,0.9457120120142036,0.9435486165547803,0.876371357728546,0.9396454742856336,0.9143473170432109,0.9196041931770914,0.9329331062397578,0.9363322807247205,0.9450291559043971
GSM2674210,0.8769079715030029,0.8826503858771296,0.8702564360516698,0.8880255470127157,0.8435112691208037,0.9007854998058292,0.8856778867536421,0.8708127788555626,0.8927107566918533,0.895160744961143,0.8631410801556648,0.8968373080121863,0.918570034166626,0.9256111838212797,1.0,0.888857108960309,0.9373967591327365,0.8561627380961784,0.9193742675713619,0.9150227238951777,0.929512451887819,0.8928473294300642,0.9037779219508344,0.905732505159864,0.885112217728469,0.9151724073826241,0.897640339090663,0.9208708052863134,0.9152431408492961,0.8856727553422056,0.9190595707447877,0.8723719397365074,0.8670238639530323,0.8778774409356659,0.8680482002560758,0.8497872998991282,0.8947461954928507,0.8950132194954704,0.8384788206309244,0.8957598135294244,0.8738486225611627,0.8805245260919112,0.8677011161182487,0.8969268907632987,0.8469831994103076,0.8365035872791396,0.8879351075419561,0.8846647831154956,0.8335326253384572,0.8929579414967523,0.8453451094301819,0.870778495840334,0.8755683906517027,0.8828425512204017,0.8858508278250761
GSM2674211,0.9416812868316539,0.9365002583924567,0.9430082635300313,0.9502582779074729,0.9331758679249573,0.932870323354047,0.9568074702578762,0.9458896685389128,0.9570121560566541,0.9532190745158213,0.8977876980284034,0.9230856035601488,0.9294385520271624,0.9343547886525347,0.888857108960309,1.0,0.9040586080410637,0.899359891134968,0.901427798813272,0.8948301653432302,0.910703466936531,0.9055287551233857,0.9133957987849307,0.9205067578278026,0.9002786598386031,0.9172448994077601,0.9212062922022733,0.9230841892902527,0.9508349478808189,0.8943133975802302,0.907036998080561,0.9176539160229151,0.9220069572578089,0.9287718802744964,0.9021736348494492,0.891193864204639,0.9429420273997746,0.945552201995172,0.8763033332023754,0.8998387375132896,0.9290560812089802,0.9414659769825973,0.911354304245568,0.9309998000758598,0.8841851376968521,0.847515881123409,0.9432339024840426,0.9286188009291815,0.8427620272711936,0.9429251040946061,0.8936112987396553,0.906475994349847,0.9334392306432123,0.9338051964169222,0.9313148632649889
GSM2674212,0.8843355968293205,0.9001814504406014,0.8860785418323043,0.8809982546531384,0.8418260881623039,0.9100619420335654,0.8921864675470091,0.8759860141751549,0.8939231182977325,0.9063788316982717,0.8803949922523483,0.8980974014355019,0.9183587705062445,0.9358366316565078,0.9373967591327365,0.9040586080410637,1.0,0.8623714221880802,0.9220882556321924,0.9144025738426179,0.9267661120034845,0.8816004400584498,0.8908533885294899,0.9219552593103362,0.8702632644809657,0.9270539575192926,0.9029096608393852,0.934708635683001,0.9242790600685853,0.9006308095751268,0.9171009628429296,0.8724846011972294,0.8696723164947057,0.8773894480883869,0.8858034106929203,0.861530287509939,0.9053423042739837,0.8908634462390271,0.8603036380681016,0.8893697353300646,0.8908948168679617,0.8939948195468467,0.8550312369082032,0.9092148888635949,0.8711084214279238,0.8400329020758769,0.9018575171821963,0.8952671095909864,0.8243196412686049,0.8949279600765052,0.8429793385089178,0.8759970972912432,0.8824232074273536,0.895224079483398,0.8987578117787784
GSM2674213,0.9375960674967168,0.9410458463797181,0.9133442161850658,0.9038456368661354,0.8713715767413515,0.8920686254215877,0.9331942080455102,0.9315824504886087,0.8916537237759008,0.9099686481816154,0.9070014076231131,0.9622033112869549,0.8886537643300878,0.9326604108177864,0.8561627380961784,0.899359891134968,0.8623714221880802,1.0,0.8306283828394775,0.8817965286449765,0.8407046397364529,0.957905737607947,0.8639694197968811,0.8589266678391436,0.8851839505062975,0.875070463835427,0.8484840950009503,0.8588282857054922,0.8711909694658111,0.8205022030561193,0.8364270587961389,0.9537845814083086,0.9443318359555208,0.921866236235314,0.9256517114103375,0.9267960893448546,0.9200719370030594,0.9173633764364527,0.9210593389634384,0.9228015894843723,0.9448602477751609,0.9263574452245376,0.9288199378315893,0.924144930772598,0.9319144318146269,0.9184880865878557,0.9275170869605643,0.9333622379095573,0.8933024797875336,0.9295687641592497,0.9218983298104879,0.914860785224115,0.92369108140252,0.9243741395280077,0.9463911206353921
GSM2674215,0.8649387397801257,0.8720735488265561,0.8658467039909511,0.8820329505904292,0.8412374792366888,0.8962169532659372,0.8700364856010455,0.8570107141629661,0.8894381278145519,0.8892104917953376,0.8622244233678904,0.8745290660893383,0.9099796902220285,0.9081538410668148,0.9193742675713619,0.901427798813272,0.9220882556321924,0.8306283828394775,1.0,0.899604261193197,0.9234118871726407,0.8603023199138498,0.895094607950317,0.8987086250519823,0.8699450619540166,0.903317892748464,0.9042759153363182,0.9146811232302269,0.9219426727107903,0.8882357186752514,0.9193422549824667,0.8504274269978064,0.8526168943075022,0.8684749463396706,0.8518095438890431,0.8291920014033006,0.8924544410553558,0.8811869029158813,0.8239866049399047,0.8734951510978692,0.8664518357463257,0.878881104352211,0.8422442821070089,0.8771311725088485,0.8312198603093567,0.8018718579333864,0.8917520389869574,0.8764204564951988,0.795515482792085,0.8811811343759421,0.8205810944864932,0.8699256552518475,0.8609754388413228,0.8838016186952456,0.869776584503704
GSM2674216,0.8845784505883046,0.9056219463220385,0.8869549882949198,0.8825966713564072,0.8498976598465356,0.9268682181476292,0.8910746809217042,0.8750439355200496,0.8881357824631145,0.8973631883852864,0.8671276221631515,0.9037502965576781,0.9053173084032033,0.9199795224654151,0.9150227238951777,0.8948301653432302,0.9144025738426179,0.8817965286449765,0.899604261193197,1.0,0.9046663740287955,0.8997047150670656,0.8970599445491354,0.8985532112676572,0.9031814139282741,0.9124480160774262,0.8995416706768163,0.9027200071419581,0.9082120921995647,0.8931691138619041,0.8895775955955031,0.8684700617853667,0.873494136414394,0.8754538856336209,0.8884280868845411,0.874263418268161,0.899369540710545,0.9089383539454808,0.8734267783699038,0.9090394491719267,0.8978831601006446,0.893129053991107,0.8722900471093595,0.9047230662405586,0.8858416281162127,0.8620362980014189,0.8885753644053127,0.9022054541358525,0.8472179095398354,0.8931695204277111,0.8521754269371492,0.8642648805849463,0.8807289509919592,0.8767008459725611,0.8991772567066654
GSM2674197,0.8744113319180137,0.8832948120678403,0.8702901543660919,0.8861621322834746,0.856739673374544,0.8954508923712606,0.8906430392846463,0.8771290192798811,0.8941661963744076,0.8988641754368086,0.8564253168427388,0.8777089076723509,0.9023278041164635,0.9174049599779192,0.929512451887819,0.910703466936531,0.9267661120034845,0.8407046397364529,0.9234118871726407,0.9046663740287955,1.0,0.8690094781753928,0.8961953359591668,0.9179452798781924,0.8746306720754332,0.9077904449827056,0.906829138797979,0.936863652604721,0.9242647369547015,0.9198315192265277,0.9186856763000885,0.8682787325824919,0.8677145182513335,0.8795176079071133,0.8641782406942041,0.8439844801859491,0.8994454584089128,0.8913928293197592,0.8345124879715766,0.8792148821136893,0.8746988058864221,0.8889166618534836,0.8564015188974495,0.8886882566551186,0.8450686144613231,0.8178446440720472,0.8961158990709932,0.8851374658400066,0.8095745022926981,0.8936692250106933,0.8426650479334158,0.8729182602799602,0.8826778550071313,0.8878244141135159,0.8827925631452274
GSM2674198,0.9329851782580317,0.9293969314629238,0.9090830918918197,0.9156032149996045,0.8736202377101379,0.8980982874641537,0.9340251533555043,0.9331621394006594,0.9072571317952879,0.9204437051645225,0.9223756548151533,0.9590257966997465,0.9027283663980028,0.9355538670399334,0.8928473294300642,0.9055287551233857,0.8816004400584498,0.957905737607947,0.8603023199138498,0.8997047150670656,0.8690094781753928,1.0,0.8944699343665572,0.8850954490575635,0.9044952916937818,0.896799626278866,0.867203700558572,0.8783999559194517,0.885200632089483,0.8398268455510628,0.8594451761969929,0.9524407471457208,0.9346354323032374,0.9247654954470759,0.9230404837393196,0.9136562211441305,0.9172600763865899,0.931013625428097,0.910431896344233,0.9330472246418127,0.9329584010701135,0.9187184884538637,0.9265388750682195,0.9263328627001703,0.9193579121971744,0.9115626636696348,0.9233979787634999,0.9316156228538028,0.8959907195014735,0.9323564363547585,0.9214708595934955,0.9198049650476657,0.9283262809087749,0.9206607263932923,0.945540167683727
GSM2674199,0.8671660749253808,0.8758207462430402,0.8745177387389089,0.9005696060626542,0.855110657778023,0.9186289356577907,0.8900018970552379,0.8736525608982807,0.9079767820140013,0.8868886274191794,0.8541543821625424,0.8915299000570484,0.9084308928791491,0.9120357405527688,0.9037779219508344,0.9133957987849307,0.8908533885294899,0.8639694197968811,0.895094607950317,0.8970599445491354,0.8961953359591668,0.8944699343665572,1.0,0.8941621434658648,0.9040148901823366,0.9161187565661824,0.9002204165024461,0.897795092527879,0.9211381960048749,0.8718615658587133,0.9078017482697136,0.8704283351957273,0.8725504262173476,0.8839250481892151,0.8591340291944289,0.8468879805288126,0.8947139155835279,0.8992114890274763,0.8352633108067515,0.9139842978514743,0.8758814145238388,0.8867808904509733,0.8737109658922603,0.8900816391038179,0.8446124339983647,0.8361590829852574,0.8903111404964952,0.8925051299845828,0.83421172101686,0.8933392802574001,0.8469643655754895,0.855594022254225,0.870002763288937,0.8744033239669402,0.8826790369529203
GSM2674200,0.8947405429244676,0.8964071816252568,0.9011469855314607,0.8941571285450208,0.8703515665257666,0.9081988887194663,0.9146857038885858,0.9007911565596354,0.9101520475152991,0.9290465716462941,0.8730642623179167,0.8931024668478975,0.9034724030777587,0.9169620362625733,0.905732505159864,0.9205067578278026,0.9219552593103362,0.8589266678391436,0.8987086250519823,0.8985532112676572,0.9179452798781924,0.8850954490575635,0.8941621434658648,1.0,0.8865703960967408,0.9053318020758356,0.896370995733408,0.9286685255435728,0.9203071658323924,0.8983010917606815,0.9116921892984798,0.8784967934166671,0.8715208012899864,0.8805951854246923,0.8835002089799269,0.8636538088474175,0.902637542365276,0.901111586002188,0.8544014358444332,0.8806147985157021,0.8885974321640936,0.895761596469932,0.8671787858065904,0.9092638935576199,0.8644319617439081,0.8339760316308675,0.9026531179531918,0.8911874865420885,0.8268198134500055,0.9045091762327594,0.85486187996137,0.874339654798581,0.8956048444766633,0.8961407471764633,0.8982659076426522
GSM2674201,0.8991396868367816,0.9082263045156937,0.9047541852637275,0.9106431549633333,0.8779707573381007,0.9067491670425617,0.9052823099180715,0.8962388966105344,0.9060124152130333,0.9042655050407832,0.8617254327529182,0.9043459814709733,0.8910672561469326,0.9061260628985627,0.885112217728469,0.9002786598386031,0.8702632644809657,0.8851839505062975,0.8699450619540166,0.9031814139282741,0.8746306720754332,0.9044952916937818,0.9040148901823366,0.8865703960967408,1.0,0.8724963446493834,0.8759536220490091,0.8838120507019723,0.889686981382944,0.8546820160677557,0.8637921889484659,0.8792116010567835,0.8747808943615498,0.8823386763382522,0.8789673428122958,0.8748100078437582,0.8861461038140155,0.9140768103489993,0.8606520478917331,0.8925984994833602,0.8931274313445703,0.8931816485191357,0.8855833233491466,0.8943648561082547,0.8704613636442124,0.8481802108171654,0.8902820211613206,0.8901230350908471,0.8532278046135968,0.9029497305718782,0.8600318813238697,0.8665047273731281,0.8854591402471251,0.8832782833243763,0.9001351859894037
GSM2674202,0.8830602558602806,0.8981366231394502,0.8779146545310789,0.8873111529454009,0.8537645419187709,0.9311344168300646,0.8999825697241498,0.8869322328181303,0.9011647379589888,0.9064970931776791,0.878967848276667,0.902009495534871,0.9198505684505027,0.9340188628966286,0.9151724073826241,0.9172448994077601,0.9270539575192926,0.875070463835427,0.903317892748464,0.9124480160774262,0.9077904449827056,0.896799626278866,0.9161187565661824,0.9053318020758356,0.8724963446493834,1.0,0.9126312435050747,0.9165592330514416,0.9318185654459833,0.8912170499848787,0.9142741333537092,0.8791703581745158,0.8859693105521281,0.8883762158273101,0.8796289437317257,0.8652975131804742,0.9119914832217283,0.9045254595050289,0.859070542334924,0.9153675951258684,0.8922840303095636,0.8979564978335911,0.8713281749207132,0.9100194047954273,0.8716694571732586,0.8532704669064319,0.9011688670168309,0.9110062360971217,0.8334650758191466,0.8970189161062979,0.8574194991663089,0.8791970970752003,0.88444785856558,0.8944999336786373,0.8991543552425421
