,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,GSM3304959,GSM3304960,GSM3304973,GSM3304975,GSM3304984,GSM3304985,GSM3304993,GSM3305051,GSM3305089,AP.7,AP.8,AP.9,AP.10,SSA.P.1,SSA.P.2,SSA.P.3,SSA.P.4,SSA.P.5,SSA.P.6,SSA.P.7,SSA.P.8,SSA.P.9,SSA.P.10,SSA.P.11,SSA.P.12,SSA.P.13,SSA.P.14,SSA.P.15,SSA.P.16,SSA.P.17,SSA.P.18,SSA.P.19,SSA.P.20,SSA.P.21
GSM2674198,0.9590257966997465,0.9027283663980028,0.9355538670399334,0.8928473294300642,0.9055287551233857,0.8816004400584498,0.957905737607947,0.8603023199138498,0.8997047150670656,0.8690094781753928,1.0,0.8944699343665572,0.8850954490575635,0.9044952916937818,0.896799626278866,0.867203700558572,0.8783999559194517,0.885200632089483,0.8398268455510628,0.8594451761969929,0.9524407471457208,0.9346354323032374,0.932147899160647,0.8886742665915774,0.9150676867184707,0.901944756416679,0.9386071078041439,0.9201776377574491,0.9284026299762745,0.9259690247171117,0.9220652099587119,0.9198049650476657,0.9283262809087749,0.9206607263932923,0.945540167683727,0.9258947612712982,0.9479218569172088,0.9052695992080335,0.9278964960479457,0.9506653364514319,0.9127409306816241,0.9537751427879904,0.9382238421862795,0.9476845122405888,0.9438117796316706,0.9492154792838811,0.9295847423925895,0.9303170587173211,0.9093857732965689,0.9525497541413359,0.920822869200356,0.8807843494331487,0.9239591130264039,0.9558430095010525,0.8785546383314748,0.919615838514758
GSM2674199,0.8915299000570484,0.9084308928791491,0.9120357405527688,0.9037779219508344,0.9133957987849307,0.8908533885294899,0.8639694197968811,0.895094607950317,0.8970599445491354,0.8961953359591668,0.8944699343665572,1.0,0.8941621434658648,0.9040148901823366,0.9161187565661824,0.9002204165024461,0.897795092527879,0.9211381960048749,0.8718615658587133,0.9078017482697136,0.8704283351957273,0.8725504262173476,0.9018882557515178,0.847944660615814,0.8767365612638395,0.8570710218734375,0.8956343081153363,0.9086837361385275,0.8902906119353091,0.8816948797113615,0.8723268759661121,0.855594022254225,0.870002763288937,0.8744033239669402,0.8826790369529203,0.8969348709459125,0.9191696852983042,0.9043893852573247,0.9201743601791931,0.905500972141875,0.8983461600974947,0.8939521521464703,0.8995096885012589,0.9186662696807444,0.9099269184374702,0.900525599233046,0.909369342076774,0.8907287349152446,0.888560434791609,0.9169502972940122,0.9120474079494921,0.9062749249166789,0.8619343365414948,0.8973854484084857,0.7812314256910875,0.9061206177405287
GSM2674200,0.8931024668478975,0.9034724030777587,0.9169620362625733,0.905732505159864,0.9205067578278026,0.9219552593103362,0.8589266678391436,0.8987086250519823,0.8985532112676572,0.9179452798781924,0.8850954490575635,0.8941621434658648,1.0,0.8865703960967408,0.9053318020758356,0.896370995733408,0.9286685255435728,0.9203071658323924,0.8983010917606815,0.9116921892984798,0.8784967934166671,0.8715208012899864,0.8635180287720039,0.8008711724177053,0.839539872833994,0.8146777814526619,0.8723640231855753,0.8640304118461016,0.9003730201341276,0.8556642286833759,0.835902010378013,0.874339654798581,0.8956048444766633,0.8961407471764633,0.8982659076426522,0.8776848945422066,0.9064535868705507,0.8775759243043236,0.9039478864521258,0.9022059141458671,0.8699019048149745,0.8925066018565011,0.884080558000838,0.9027217718112722,0.8999745326904602,0.8954237328576501,0.8767201392100106,0.8943657914564292,0.8837374272103898,0.9042650673714302,0.8883562411775947,0.8682353601150316,0.8958684683807748,0.9077634957727972,0.8120674355751778,0.8751494211668874
GSM2674201,0.9043459814709733,0.8910672561469326,0.9061260628985627,0.885112217728469,0.9002786598386031,0.8702632644809657,0.8851839505062975,0.8699450619540166,0.9031814139282741,0.8746306720754332,0.9044952916937818,0.9040148901823366,0.8865703960967408,1.0,0.8724963446493834,0.8759536220490091,0.8838120507019723,0.889686981382944,0.8546820160677557,0.8637921889484659,0.8792116010567835,0.8747808943615498,0.9024729415443117,0.8452319879373588,0.8708123244997342,0.8731606892792471,0.9009117861823038,0.8899182411171058,0.897100332959074,0.8830721508269563,0.8720365355682377,0.8665047273731281,0.8854591402471251,0.8832782833243763,0.9001351859894037,0.9258369597070921,0.9276438329660586,0.907752738026414,0.9202901089857257,0.9201698806998464,0.8989032789329261,0.913151562328938,0.9140646895903476,0.9240303296057419,0.918946906434886,0.9215096676197307,0.9134851949534191,0.8987055648230746,0.8757434238659105,0.9310089553518749,0.9181147927182286,0.9016330641330087,0.8877501792091952,0.9208887000127022,0.8157509583844613,0.9088956427472478
GSM2674202,0.902009495534871,0.9198505684505027,0.9340188628966286,0.9151724073826241,0.9172448994077601,0.9270539575192926,0.875070463835427,0.903317892748464,0.9124480160774262,0.9077904449827056,0.896799626278866,0.9161187565661824,0.9053318020758356,0.8724963446493834,1.0,0.9126312435050747,0.9165592330514416,0.9318185654459833,0.8912170499848787,0.9142741333537092,0.8791703581745158,0.8859693105521281,0.8828528786412482,0.8229562476794716,0.8676495887350463,0.8381955778987917,0.8835224739891908,0.8906516570982345,0.8952664151751966,0.8745747866398463,0.8594481898837759,0.8791970970752003,0.88444785856558,0.8944999336786373,0.8991543552425421,0.8774121016683477,0.9183644832276596,0.8856588867056268,0.9029928230798169,0.9112722189950934,0.9025322861988873,0.9091199392516758,0.9034212640775162,0.9214129981026458,0.9150959063919996,0.9058018015852884,0.9011324647695337,0.8963390439767098,0.8858458579996804,0.9133332438832973,0.8913062594713532,0.8815839468469081,0.8948600858997847,0.9018846228319526,0.8201029841186732,0.8918651026348051
GSM2674203,0.8866817508275384,0.9228764268742616,0.9204486933936318,0.897640339090663,0.9212062922022733,0.9029096608393852,0.8484840950009503,0.9042759153363182,0.8995416706768163,0.906829138797979,0.867203700558572,0.9002204165024461,0.896370995733408,0.8759536220490091,0.9126312435050747,1.0,0.9223211598842109,0.9430553983283487,0.8950754361066999,0.9286844325032446,0.867330673449332,0.8819168873636558,0.8703423742214578,0.8260613219591044,0.8656044181077316,0.833081258614433,0.8631783857641241,0.876362006935851,0.9030231814216794,0.860731757980909,0.8281397529669731,0.8586194048097439,0.8944793072956122,0.8849307442415371,0.8954081946458932,0.8716352644483164,0.9061052599823461,0.8966863008488218,0.9080013379349806,0.8944120114637355,0.8951857956896775,0.8798035103761794,0.880569438524478,0.8863940483946676,0.8863533388887938,0.8756285714742839,0.8741100368711378,0.9057713578674225,0.9031811369118005,0.9025148748778129,0.890146860175126,0.8888800962366474,0.8728011002238829,0.8889410811573967,0.7650627913958133,0.8723724663102085
GSM2674204,0.8883662745200188,0.924648701714902,0.9278752097650663,0.9208708052863134,0.9230841892902527,0.934708635683001,0.8588282857054922,0.9146811232302269,0.9027200071419581,0.936863652604721,0.8783999559194517,0.897795092527879,0.9286685255435728,0.8838120507019723,0.9165592330514416,0.9223211598842109,1.0,0.9372862526623935,0.9400411439898879,0.941936110845233,0.8827009324854094,0.8917030003236417,0.877100169617364,0.8255511924702582,0.8574691226569047,0.8342789324445465,0.8736045674642977,0.8775361145429206,0.9108272145557794,0.8659075588764604,0.8331095157082941,0.8787846163102088,0.9075774466356576,0.9073776152097559,0.9070666156853755,0.8868308267991782,0.9149074544576216,0.9008382189136916,0.9139641803728182,0.9069361038041146,0.8924072868483814,0.8872127333527656,0.8813545360316439,0.8935657088372922,0.8928455467269881,0.8834246372691656,0.8716717329500867,0.9147941825270016,0.9073057932294094,0.9080999531602508,0.8955154191206471,0.8905978036303027,0.8907327247829241,0.9058026164727924,0.7888818942027133,0.8776528985956135
GSM2674205,0.9111091682935796,0.9387312237074873,0.941306019998897,0.9152431408492961,0.9508349478808189,0.9242790600685853,0.8711909694658111,0.9219426727107903,0.9082120921995647,0.9242647369547015,0.885200632089483,0.9211381960048749,0.9203071658323924,0.889686981382944,0.9318185654459833,0.9430553983283487,0.9372862526623935,1.0,0.9090365922562916,0.9427832750945633,0.8964446535297381,0.907033362576856,0.9006270130044174,0.8530165561322758,0.8866636590218382,0.8581454005738078,0.8902840127932039,0.902323711380142,0.9295577476620647,0.8834752117287299,0.8533872346867744,0.8908958426113344,0.9190565177713496,0.9178411108561049,0.9180450550895849,0.8973501822495394,0.9347051857569766,0.9233625265354447,0.938901443773579,0.9248792689769005,0.9110848566400715,0.9059266121528966,0.9035771435205205,0.9124232676545968,0.9071866881995285,0.9006489148536927,0.8952778384259253,0.930372320132841,0.9325565751221249,0.9298700156953957,0.916693010672506,0.9169104530884551,0.8978346116177278,0.915903377160696,0.7905576319137385,0.8908440798726299
GSM2674206,0.8468768196400553,0.8835123252991589,0.8969393841571184,0.8856727553422056,0.8943133975802302,0.9006308095751268,0.8205022030561193,0.8882357186752514,0.8931691138619041,0.9198315192265277,0.8398268455510628,0.8718615658587133,0.8983010917606815,0.8546820160677557,0.8912170499848787,0.8950754361066999,0.9400411439898879,0.9090365922562916,1.0,0.9139608759206127,0.8427523007843275,0.8627379276825784,0.8477312834879835,0.8020124306439259,0.8349567744948891,0.8066961046427701,0.8369874261437752,0.8456739218609008,0.8823906636762527,0.8284599652589575,0.7950058077915871,0.8441591214998955,0.8732946810747017,0.8720609768318175,0.8685354160723945,0.8539061870197195,0.8824846653340331,0.8767152081853636,0.8778673382355922,0.8732735883814408,0.8729767033016552,0.8529717805818151,0.8551222616093245,0.8569805016980041,0.855103276254463,0.8495844575362332,0.8414911103771013,0.8822179415996236,0.8812307810796228,0.8759571158336283,0.8696798733090821,0.8687788186684381,0.8548063436331311,0.8625664440218189,0.7494806624424879,0.8453827188848911
GSM2674207,0.8768630268459918,0.9286679090108853,0.9163269259234538,0.9190595707447877,0.907036998080561,0.9171009628429296,0.8364270587961389,0.9193422549824667,0.8895775955955031,0.9186856763000885,0.8594451761969929,0.9078017482697136,0.9116921892984798,0.8637921889484659,0.9142741333537092,0.9286844325032446,0.941936110845233,0.9427832750945633,0.9139608759206127,1.0,0.8588977364780529,0.8760074015597431,0.875302994071861,0.8357685510699642,0.8675790929981926,0.835320531889229,0.867593954076975,0.8904922735340516,0.8895949529202033,0.8666257689176198,0.8337908141505322,0.854441157347523,0.8777984377302023,0.8833766129304168,0.8839954938832076,0.8698047409707194,0.9043212062018027,0.8988117809532262,0.9110652817148187,0.891952067022829,0.8924036987868328,0.8718361348695898,0.8709796885005276,0.880440197548571,0.8760387999571372,0.8664844940167843,0.870035119397254,0.8943966968905046,0.9017144766954501,0.8957941683815308,0.886920971407439,0.8941677324798694,0.8535560580805204,0.8742776651388774,0.7523849104576121,0.8764973408882406
