,GSM2674169,GSM2674170,GSM2674171,GSM2674172,GSM2674174,GSM2674175,GSM2674176,GSM2674166,GSM2674168,GSM3304958,GSM3304961,GSM3304962,GSM3304963,GSM3304964,GSM3304965,GSM3304966,GSM3304970,GSM3304971,GSM3304974,GSM3304977,GSM3304980,GSM3304981,GSM3304982,GSM3304983,GSM3304986,GSM3304987,GSM3304989,GSM3304991,GSM3304994,GSM3304995,GSM3304996,GSM3304997,GSM3304998,GSM3304999,GSM3305001,GSM3305002,GSM3305003,GSM3305007,GSM3305009,GSM3305011,GSM3305013,GSM3305014,GSM3305015,GSM3305016,GSM3305017,GSM3305018,GSM3305019,GSM3305022,GSM3305023,GSM3305024,GSM3305026,GSM3305027,GSM3305028,GSM3305029,GSM3305030,GSM3305031,GSM3305032,GSM3305033,GSM3305034,GSM3305035,GSM3305036,GSM3305037,GSM3305038,GSM3305039,GSM3305040,GSM3305041,GSM3305042,GSM3305044,GSM3305045,GSM3305046,GSM3305047,GSM3305048,GSM3305049,GSM3305052,GSM3305053,GSM3305054,GSM3305055,GSM3305056,GSM3305057,GSM3305058,GSM3305059,GSM3305063,GSM3305065,GSM3305066,GSM3305067,GSM3305070,GSM3305071,GSM3305072,GSM3305073,GSM3305075,GSM3305077,GSM3305079,GSM3305080,GSM3305081,GSM3305082,GSM3305087,GSM3305090,GSM3305091
GSM2674169,1.0,0.9530922565685377,0.9398274644790491,0.9518447770494076,0.9236900341798656,0.8955737049405043,0.9261624837205241,0.9315725469163846,0.9442403407145674,0.8550494229577029,0.9355211299366457,0.9548110310959759,0.928006295971398,0.9356090206946149,0.9098792539236236,0.9015078249571018,0.8839733570207738,0.8676101185671604,0.9393394547630798,0.8837492590533772,0.9242451884561433,0.9147847536524243,0.9123322010385071,0.924815741295717,0.8914500426498172,0.933759637651235,0.9293699459094084,0.9050083739875189,0.9317892744919003,0.9355780033087566,0.9000952950484635,0.9300486120353075,0.9123141525778867,0.9504542127763329,0.9064031475537677,0.9264614530912741,0.9291417389885565,0.8957711205104271,0.9171757591461005,0.9098877492887412,0.9369268835460391,0.9245010256789128,0.8737663345109303,0.934420206460811,0.941478022795673,0.9196096586824656,0.8826043379635953,0.8273843165974384,0.9082087096875635,0.9107498388448755,0.9245314814450544,0.8575430467631977,0.9244733415297061,0.9169165404217947,0.933865234206261,0.930950112180549,0.9257298244790296,0.9279234745502934,0.9360907337122258,0.9077147042758275,0.9427771093038679,0.9218785997926737,0.938335297323056,0.9402588022919437,0.9151265236834437,0.917562620196938,0.9406603456962708,0.9208615758211907,0.792821360283888,0.8643169379763264,0.918813080913367,0.9073250162920026,0.9552796025976269,0.9195742991079698,0.8821546799136679,0.9427498282583836,0.9249483551372744,0.9081281223823152,0.8835176213445961,0.9173893815739537,0.9382598251237639,0.916221344403925,0.9348280836967021,0.8702505499830647,0.8880952528144752,0.9427612306593006,0.9208464609114112,0.9249388800629156,0.8839498615744479,0.9389345106859912,0.9291120683039643,0.9127812825933488,0.93044179515656,0.9139382965960196,0.8483502312750225,0.9417827243627551,0.8940403905430244,0.9148018394436653
GSM2674170,0.9530922565685377,1.0,0.9522403294072109,0.9474129282582502,0.9499374323687172,0.9265482937553227,0.9394846709685402,0.9430218553765247,0.9617298266508556,0.859626873189931,0.95100480812753,0.9539663951513576,0.922628355113071,0.9417836023242525,0.9140767031955442,0.9000827517498243,0.8698960991528732,0.8808491236415296,0.9416518573555299,0.9042708147854743,0.9284073121118157,0.9180357694249432,0.9232833139263106,0.9273584072100474,0.9114382477741645,0.9368402255387099,0.9390333999957303,0.9225288717603909,0.9357676056657309,0.9326043208928119,0.9102895380041343,0.9336959264685174,0.9165646448862199,0.9343698230619422,0.9217272590875383,0.9387774980976842,0.9309806653820132,0.9137037848047431,0.9195709599741786,0.91430431850851,0.9389241420900796,0.9221130977853063,0.8830184295753228,0.9413110532185427,0.9438235024659231,0.9419955073703413,0.903042711019574,0.8540930762121178,0.9072368112794424,0.92709698016711,0.9200175638855961,0.8737875726669667,0.9151405958155102,0.9285485755110203,0.9450583843035232,0.9330088165829933,0.9276084776598108,0.9490354507286578,0.9491924767235705,0.9168451790864544,0.9360449815170486,0.9285956767320853,0.9327135295396781,0.9373995243224518,0.9148822676752308,0.9081312283747927,0.9340077467112812,0.9208340789227296,0.8220106274221173,0.8522479488825603,0.9248686771013711,0.9106790155075637,0.9487377406346326,0.911779671326149,0.9058536672809815,0.9421820097976277,0.9310558446458679,0.9108191391409878,0.8993113836835529,0.9348690280997795,0.9472784328316176,0.9350312236277124,0.9360873437459751,0.8987854266862905,0.9173159650910032,0.9489556785373018,0.9320301998807313,0.9247150418788723,0.8931054568025589,0.9478005391347983,0.925340105866522,0.9195200117143748,0.9312513152861603,0.9223424618872741,0.8675670492888716,0.9372987072223345,0.8842156232799915,0.9268223514220508
GSM2674171,0.9398274644790491,0.9522403294072109,1.0,0.9547991754490854,0.9621156525880529,0.9418828309679904,0.9420323287949312,0.9368618777092811,0.9494615019768161,0.8831760062128797,0.9533792600965041,0.9525613918094081,0.941377160528326,0.9262059282236423,0.9472149186729948,0.9306530845699929,0.8600276575584082,0.9149984939844167,0.9509942104818593,0.9176460860958829,0.9413343899169642,0.950393241781226,0.927802839566087,0.9508864385283758,0.9417779019216748,0.9413648555503235,0.9263162507010227,0.9332203822453882,0.9508296875274322,0.9393400263438825,0.9192140810519959,0.9469089767298516,0.9397010776855523,0.9416478836166375,0.9443163936385415,0.9614673303759022,0.9581110525012032,0.9448155082370074,0.934949275077129,0.9498823036995754,0.9557750254155655,0.9238640806723161,0.9148797593202991,0.929135332883903,0.946866417051662,0.9438932092339741,0.929847149741108,0.8920687963668529,0.9198737738989176,0.9519236946745661,0.9330143181945431,0.89773999124068,0.938734746635461,0.9529781798495414,0.9561897347471388,0.9420778305052409,0.9473445318754665,0.937843149576537,0.9468091454569818,0.9512019298288538,0.9379839840637514,0.9471222158712427,0.9497770339498876,0.9568731721282723,0.9427101994751133,0.9335017076507001,0.9476616967708955,0.9473607462097331,0.8560199831127069,0.893264699906596,0.9455242670463629,0.9406836648302719,0.9421202088132595,0.9288298488801496,0.9211353926383591,0.9584103609298688,0.9428029697461051,0.9351661846688507,0.9310787945515691,0.9523506273352632,0.9620374679309579,0.9328927678671588,0.9492003387038751,0.9347313655944758,0.9143763655961459,0.9477894704468239,0.9406853463267274,0.9493556672502386,0.9188775101004327,0.9506173589253694,0.9482509905984695,0.9409107432937157,0.9395723908198959,0.9360605498494949,0.9109366417281087,0.9457972585179915,0.8800002608779685,0.942401448908828
GSM2674172,0.9518447770494076,0.9474129282582502,0.9547991754490854,1.0,0.9444831431827938,0.9236717133575363,0.9409446765113879,0.9383168524012779,0.9350582560877826,0.8566217942981321,0.9462998059639681,0.9508976875318831,0.9184642079710227,0.9251065185126078,0.9244080597531993,0.9053949804784994,0.8754096133554299,0.8891079294897797,0.9321385988691114,0.8954997034370156,0.9303868615347564,0.9320891977912319,0.9293768543034747,0.9285551908868244,0.9162198190160173,0.937778631584513,0.9209084194013089,0.9203100678876489,0.939246869302257,0.9450194169330436,0.9076118389025746,0.9305628747508538,0.9206657878120876,0.9385416475839492,0.9113473020936088,0.937508217361646,0.9339507537398796,0.9179797685589235,0.9144278917921902,0.9266427700776199,0.9450643606016763,0.9131615450321611,0.8804759282784281,0.9236808708863912,0.9439316584292069,0.9385481362927296,0.902076202348523,0.8569108112961717,0.921577873355944,0.9249579206344395,0.9391524712054055,0.8776404806332763,0.9213321403185766,0.9333712264975119,0.9411598176017592,0.9319695646360617,0.9436954261916413,0.9219176576577414,0.9317762376336025,0.9221911934828364,0.9287072895400413,0.9276293591382947,0.9310547485122939,0.9386349279851202,0.9354205493736668,0.9249767920165881,0.9336454575556034,0.9322010253312665,0.8208568565977218,0.8873861345832992,0.9350475780853031,0.9128827751754625,0.9459607710958431,0.9169375303237168,0.8976721628054427,0.9498079662965642,0.9307182059200086,0.9193425764483536,0.9007710230847122,0.9290414134547762,0.9431007887329104,0.9188923417873857,0.9384069554645218,0.8951881599235987,0.9019507454754029,0.9394907211631526,0.9253258224202886,0.9241598660570529,0.8934953131088575,0.9430020267307082,0.9380794765162004,0.9216142887889801,0.9290110382387018,0.9193762375969651,0.8770657791284238,0.9417535177300372,0.8902786662521289,0.9194713945750599
GSM2674174,0.9236900341798656,0.9499374323687172,0.9621156525880529,0.9444831431827938,1.0,0.958934589308776,0.9527500121822148,0.942936247601158,0.9408096956419462,0.8895003621945032,0.9523116359621004,0.9511814951415155,0.9228103883368314,0.9205756360698341,0.9404641146231468,0.9307130045159308,0.8300082855519603,0.9132389073364593,0.9490987512926655,0.9176996644081425,0.9352213513270563,0.9404034926967362,0.929616433129081,0.9446219461882596,0.9465359009108243,0.9260819852588857,0.9215778031424361,0.9477833456931521,0.9341749249963522,0.9268422054785754,0.9104570371477089,0.9427482149821145,0.9291275555396985,0.9215971547991144,0.9488661139856014,0.9505689382414176,0.941255148059564,0.9477859244217203,0.935462379225621,0.9398258674033487,0.9465541164736301,0.9305824790127193,0.8940016641270163,0.929077803167891,0.9394989656734511,0.9370357117832313,0.9366756696144137,0.9060331486832536,0.9212718738770387,0.957928136589399,0.9260999239763894,0.8930942377540911,0.9216568814315172,0.9526372631809962,0.9535852195062523,0.9247983145471071,0.9406422649173379,0.9398482919998105,0.9370632603920968,0.9461432464173328,0.9255064093760971,0.9427975496233058,0.9343327474143168,0.9493379029732146,0.9379405511395673,0.9149291869463498,0.9371147905030024,0.935065689371442,0.8667995098024088,0.8633203237452934,0.9342795418255719,0.9380236290586338,0.9353661136184216,0.9079156251154353,0.9381454841819945,0.9518509328624519,0.9477833914456786,0.9298168663282564,0.9291787893082986,0.9459467424358549,0.9546286855778161,0.9130269159315105,0.9284326595470856,0.9376186302839195,0.9297300866896633,0.9555942030766467,0.9574174394622199,0.9398878521101177,0.9269261529385983,0.9482889974916714,0.9314963646087271,0.9439698642238702,0.9536731009160406,0.943076026942127,0.9183469236884984,0.93760810402235,0.8660100567220866,0.9448286375500848
GSM2674175,0.8955737049405043,0.9265482937553227,0.9418828309679904,0.9236717133575363,0.958934589308776,1.0,0.9284102198323018,0.9117493252534289,0.9215719500492218,0.8771082195110143,0.9282481001113246,0.9263863013087523,0.905753017774478,0.8950644608563616,0.9329782969256516,0.9245563403895554,0.7963358150343945,0.9015837585578684,0.9289150976478207,0.9115371678064546,0.8975445365745679,0.9220882085986394,0.9191136922951372,0.9192084846389584,0.9312433487475837,0.9063833354729499,0.8818698875811213,0.9258176491371323,0.9043579950651267,0.8969815331724246,0.8801854366034637,0.9293160543695879,0.9180960695320802,0.8932414963962859,0.9267197731036607,0.9267760422729648,0.9263294065954014,0.9311595408973701,0.9110648709801537,0.9262679833868726,0.9372938812694744,0.8968496961685691,0.8921309608977264,0.9067845376438249,0.922235186408889,0.9147743405353177,0.9239210327944309,0.9012611983926598,0.908990760261994,0.9346680313483041,0.9034817709931406,0.8971658040293429,0.8839719198580495,0.9311370030515338,0.9309142135423432,0.9172586146027557,0.9220351072699964,0.9167540027438131,0.9078152955839688,0.9317873804112945,0.8862759914212127,0.9212334772480685,0.90815485624724,0.9238902361868755,0.916115653450493,0.8925959008326203,0.90611943158723,0.9152704576751778,0.8618413205618768,0.8396694520395668,0.910118458954512,0.924239530813349,0.9060508717023872,0.8798514662076153,0.9172752458835619,0.9232067456928345,0.9178677898522323,0.9086910418882617,0.91826629433024,0.9342090264536731,0.9281531457231642,0.899636249746279,0.9136980772184776,0.9229923007299696,0.9057547106897393,0.9247759374977135,0.920086181786586,0.9263168844557873,0.9119184852258623,0.921640411687057,0.9102662546781387,0.9279063738615968,0.9194459079496273,0.9207746380752064,0.9142788465762314,0.9293389874397288,0.8241758905741035,0.9346916390832347
GSM2674176,0.9261624837205241,0.9394846709685402,0.9420323287949312,0.9409446765113879,0.9527500121822148,0.9284102198323018,1.0,0.9837835423435848,0.9348641335512596,0.8480712051412286,0.9421027875090126,0.9391919248635092,0.9293872512917941,0.9109334833515835,0.9194271792142044,0.9001585134611209,0.8396887207663397,0.8927520170667597,0.9313774140198511,0.9051224215355526,0.9292962830607535,0.9274567210682957,0.9331892421073676,0.9125157880204963,0.9209615592711822,0.9169152866280846,0.906857685558451,0.9267568426940181,0.9304812455403156,0.9232974229596725,0.9039090212214284,0.9391304300168826,0.9239055538025445,0.9175347133810184,0.9198843067367916,0.93759013854133,0.9377858697656174,0.9248534548945732,0.9285100752403748,0.9161844610704132,0.9370815738485233,0.9157580432443547,0.8840293744407489,0.9159688395122539,0.9339170278939047,0.9329832899586105,0.9127408232023907,0.8722306738635962,0.9040708682383531,0.935121093229386,0.9303093292625279,0.8808875626658532,0.9098629609939598,0.9311312060474052,0.9299168911631364,0.9217686292331696,0.9283999745738489,0.9221061705899664,0.9292442675125603,0.9301382384296698,0.9173428676317885,0.9187067482153193,0.9312184597873051,0.9306097023788781,0.9301710056426035,0.9122864065804964,0.9235237228792196,0.9128199878834619,0.8359114193193753,0.8698341485920883,0.9320974258414434,0.9120642877218441,0.9279604826734622,0.9090658915480907,0.9094290028025686,0.9325255485150838,0.9426735917224419,0.9239266790460279,0.9004684146156524,0.9351800566570809,0.9387116082808126,0.9083689815442813,0.9129287667127844,0.914573521802362,0.9222057149957099,0.9428651175076782,0.9420023356726388,0.9109219333068329,0.8959236544255507,0.9351196786171466,0.9143335480009261,0.9174381042323104,0.9333366719709109,0.9334423202749929,0.8875902452563648,0.9215878195112582,0.8770590271410753,0.9161737750836043
GSM2674166,0.9315725469163846,0.9430218553765247,0.9368618777092811,0.9383168524012779,0.942936247601158,0.9117493252534289,0.9837835423435848,1.0,0.9351526978831008,0.8321575810004243,0.9412550066386481,0.9345146779626936,0.9282815787909535,0.9149831776884261,0.9036655364188177,0.8828006889120933,0.8586701810917309,0.8747506037484455,0.925391813852384,0.8921500836316439,0.9349271321684706,0.918648725099777,0.9300193308821821,0.9075876500233153,0.901174220007212,0.9219940907153062,0.9198087516738541,0.9181890872399797,0.9343161361882025,0.9282372057092235,0.913061884693513,0.9313820683869326,0.9158613953524869,0.9227637477110776,0.9075621756891118,0.9333389613862545,0.933612460807004,0.9133613224782536,0.9209908069077936,0.9025871152403322,0.9270246456436163,0.9171476182777922,0.874427410314379,0.9221653083035345,0.9352328318429857,0.9314771174992774,0.9017322120610295,0.8436153393878905,0.8958480944483302,0.9292841311599042,0.9328451510439435,0.8595133092294268,0.9160834292271741,0.9209213614691624,0.9253431130543038,0.9150748272544292,0.9204575674180551,0.9216216762096796,0.9329567672974193,0.919828542628777,0.9262906900355675,0.9111523496396063,0.9342070218072225,0.9218266997190866,0.9211935052380246,0.9109276552163007,0.9249662624806706,0.9011005214002467,0.8156172250195518,0.8706868014660093,0.929280076716338,0.8923208710378987,0.9302186250223502,0.9176601765046647,0.8984247319669565,0.9286520784489876,0.9452129852709692,0.9200545196191956,0.8798485091344763,0.9304842004820915,0.9357535998709627,0.9077501498061016,0.9116958677220967,0.8969602246814037,0.9167571328383638,0.9434088439888958,0.9411595790712992,0.8975289331243244,0.8795547648226223,0.9325079559950101,0.9154883749212936,0.9051918837600491,0.9285226059937883,0.9303196109087613,0.8643602474139667,0.9157595668321992,0.8972125646298607,0.8997797142252109
GSM2674168,0.9442403407145674,0.9617298266508556,0.9494615019768161,0.9350582560877826,0.9408096956419462,0.9215719500492218,0.9348641335512596,0.9351526978831008,1.0,0.8510980445718204,0.943956693597686,0.9442879443851737,0.9296368268014824,0.9402595861918567,0.9116590439342337,0.8992722703919995,0.8696051504385507,0.879259405981081,0.9430901897951698,0.9025308508914427,0.9312678535765853,0.9182216568048703,0.9139592045619364,0.9284505054177715,0.9093553189550171,0.9333060641215158,0.9381625989895918,0.9155859379820181,0.9437242088266518,0.9319459383207243,0.9074087988364198,0.9354798972308088,0.9165367830497936,0.932684271064036,0.9216949744019742,0.9403621395854453,0.934940335284139,0.9202497607679958,0.9222382968407862,0.9164877595213649,0.9332863146619149,0.9211188415818418,0.8888162515124316,0.9386413953913122,0.9381268413305683,0.9283160064959243,0.9006754421751701,0.8491618431553586,0.8906863541942578,0.9285846894831663,0.9142089552023128,0.8615898719152628,0.9245292584111823,0.9258933851395508,0.943029220716081,0.9312359534088148,0.923694011690056,0.9426075625939311,0.9462341721481085,0.9220876262174575,0.9383629802740612,0.9312704616583312,0.9376589226996904,0.937400248328851,0.9133644551624658,0.9062324915742129,0.937921306536954,0.9208300215802886,0.8155664928280697,0.8489520605659914,0.924477810418497,0.9116220546675551,0.9400312976662994,0.9148018936388195,0.9007471353902599,0.9442285589862229,0.9301366766815901,0.9110885653445059,0.8989659284814405,0.9401483628435856,0.9503258446599037,0.9361453619030612,0.9312025510165267,0.9013952620691655,0.9061799371003512,0.9454691966860165,0.9257235823954719,0.9254753969652599,0.8876159965297387,0.9412233436098778,0.9225336820372405,0.9188183229072133,0.9266456860143453,0.9216826919854999,0.867571044501524,0.9293089365663292,0.8775326382454183,0.919551188389261
GSM3304958,0.8550494229577029,0.859626873189931,0.8831760062128797,0.8566217942981321,0.8895003621945032,0.8771082195110143,0.8480712051412286,0.8321575810004243,0.8510980445718204,1.0,0.8492391490779229,0.8655759461492721,0.8356780420538181,0.8467667375152848,0.8941431027342125,0.9142490117932403,0.7242208947281725,0.8946342326554283,0.8808331309635109,0.8850496601985225,0.823018824584945,0.8720364185420434,0.8503861209752852,0.8952939908567916,0.8917212196632671,0.8251819397977199,0.8139936186957559,0.8840370903288082,0.8390845407419236,0.8213358384390812,0.788518753539841,0.8753325887231089,0.8739165371123068,0.8340807489544129,0.8962316377397466,0.871153044304313,0.8619750160812859,0.8610823622085733,0.8418199178769723,0.8958779449680702,0.8847447963938431,0.8605270205711166,0.8602291040054255,0.8465609378583842,0.8526719706698999,0.843395152874991,0.8879324768048137,0.8999437991734633,0.8664776754602277,0.8850192494394824,0.8256953475550303,0.880302578029439,0.8167955096898298,0.8970591652211621,0.8921141211795413,0.8436977752973014,0.8655155418427715,0.8588688973784835,0.8453517280030307,0.8749527100732304,0.8258052363828308,0.8908687658675009,0.8350039960606699,0.8897148496024165,0.8647706130053144,0.8429999011553495,0.8551941507441758,0.8825222584998269,0.8527648113090063,0.7797567729953725,0.8453174334640846,0.9049020632215297,0.8492156268680807,0.8053184495008098,0.8897335955930464,0.8686970708193792,0.8393367395013749,0.8546061969476954,0.9079811782542295,0.8609438902601286,0.869321661881837,0.8274506925970225,0.8629728841888539,0.8841281976782298,0.864009345088107,0.8727933577213924,0.8668412470781068,0.9104357121027326,0.9115148581489974,0.8631384949004872,0.8521996924184843,0.9045443863744016,0.8803743075108327,0.8654181938785555,0.893639454339769,0.8908862812057239,0.7430309430916403,0.9114141910118135
