,spearman,pvalue,index1,index2
0,1.0,0.0,AD2,AD2
1,-0.332300038166362,0.0006051146808105468,AD2,AD3
2,-0.10347961461515585,0.2982553679845897,AD2,AD4
3,-0.1478609691746809,0.13608838148207406,AD2,AD5
4,-0.06646769556897933,0.504721645331135,AD2,AD7
5,-0.45817900260189676,1.1354955273795236e-06,AD2,AD8
6,0.35171207582633734,0.0002694354579241421,AD2,AD9
7,0.34213510448857304,0.00040424997665404965,AD2,AD19
8,0.2308522351308924,0.018971800218091747,AD2,AD20
9,-0.09978940547583379,0.31591011122363194,AD2,GSM3304958
10,0.05815923362285691,0.5595281779101247,AD2,GSM3304961
11,-0.5692641821842565,3.509942460373999e-10,AD2,GSM3304962
12,-0.048494533313564306,0.6266512504781324,AD2,GSM3304963
13,-0.3585598299881448,0.0001999892542574111,AD2,GSM3304964
14,-0.5594510813926368,8.10781684380151e-10,AD2,GSM3304965
15,-0.1729510964924821,0.08063193157302632,AD2,GSM3304966
16,-0.5426529418730144,3.1956731242431117e-09,AD2,GSM3304967
17,-0.22542674907486532,0.02205241663802427,AD2,GSM3304970
18,-0.13453338348846863,0.17545909653070563,AD2,GSM3304971
19,0.29125824396083533,0.002836980647594051,AD2,GSM3304974
20,-0.04818688273445089,0.6288429879991418,AD2,GSM3304977
21,0.22288973029158143,0.023634137632743947,AD2,GSM3304980
22,0.4475806340916415,2.1350105254625586e-06,AD2,GSM3304981
23,0.16418180919589465,0.09748029781804816,AD2,GSM3304982
24,-0.2505717902191446,0.010684419207543651,AD2,GSM3304983
25,0.13763601468447603,0.16562072052874965,AD2,GSM3304986
26,-0.16666941236552943,0.09244143735895387,AD2,GSM3304987
27,0.4249012237562247,7.693550329842263e-06,AD2,GSM3304989
28,-0.05521036114098794,0.5796415333603044,AD2,GSM3304991
29,-0.015386854179137478,0.8774025063403934,AD2,GSM3304992
30,-0.3332116076858969,0.0005832327578517164,AD2,GSM3304995
31,0.036742841296434285,0.7125208477197491,AD2,GSM3304996
32,-0.46702562004750364,6.593778982521581e-07,AD2,GSM3304997
33,0.37289233869890454,0.00010482725788954971,AD2,GSM3304998
34,0.4002229501370085,2.8053607432085087e-05,AD2,GSM3304999
35,-0.3831392587197006,6.48234088304413e-05,AD2,GSM3305000
36,0.2774136686015943,0.004554138143874068,AD2,GSM3305001
37,0.3133877163273365,0.0012671141789301111,AD2,GSM3305002
38,0.0310867171691996,0.755252800216378,AD2,GSM3305003
39,-0.0920852484582901,0.3549008101652109,AD2,GSM3305005
40,-0.0006370021361537152,0.994904770379273,AD2,GSM3305007
41,0.26682372194434645,0.006439955131877456,AD2,GSM3305009
42,0.08804882937483595,0.3764740259069811,AD2,GSM3305011
43,0.47382944314812864,4.2956737856185037e-07,AD2,GSM3305013
44,0.467953663714982,6.222799882309923e-07,AD2,GSM3305014
45,-0.020790374704573338,0.8348802002224545,AD2,GSM3305015
46,-0.09425409176685072,0.3436333400816012,AD2,GSM3305016
47,0.03818200289528579,0.7017824241228476,AD2,GSM3305017
48,0.0077208840028077435,0.9383027515171029,AD2,GSM3305018
49,0.13165589898102106,0.18496131058931764,AD2,GSM3305019
50,-0.06015260552400855,0.546123747838478,AD2,GSM3305022
51,-0.20922167888120555,0.03392284444752554,AD2,GSM3305023
52,0.05474359361592489,0.5828555787457388,AD2,GSM3305024
53,0.4164499858612595,1.2121019608883373e-05,AD2,GSM3305026
54,0.41549562610171165,1.2749701710328921e-05,AD2,GSM3305027
55,0.38945984014731916,4.780581566093238e-05,AD2,GSM3305028
56,-0.5391274742131265,4.221422219849567e-09,AD2,GSM3305029
57,-0.0053431153163100535,0.9572815204783812,AD2,GSM3305030
58,-0.41812485756883866,1.108757834951809e-05,AD2,GSM3305031
59,-0.2944973600189022,0.0025310025564896535,AD2,GSM3305032
60,-0.32982342459220393,0.0006684198049158998,AD2,GSM3305033
61,0.04219040872473272,0.6721867668911742,AD2,GSM3305034
62,0.3309417706263421,0.0006391181551284336,AD2,GSM3305035
63,-0.006902667988285443,0.9448301965933332,AD2,GSM3305036
64,0.43749296416763156,3.819282155494713e-06,AD2,GSM3305037
65,-0.4674209995981453,6.433232686840993e-07,AD2,GSM3305038
66,-0.36710991277077043,0.00013653301002391013,AD2,GSM3305039
67,0.07113537081960988,0.4752026449264575,AD2,GSM3305040
68,-0.13558810123940845,0.17206755663405557,AD2,GSM3305041
69,0.43693404282191944,3.942226070397645e-06,AD2,GSM3305042
70,0.271993673928215,0.0054468096510868905,AD2,GSM3305043
71,-0.19063334861840026,0.05375156235674807,AD2,GSM3305044
72,-0.13487934059528006,0.17434126918008777,AD2,GSM3305045
73,-0.3484556859161916,0.0003097375697331799,AD2,GSM3305046
74,0.49338425675694686,1.189056888839828e-07,AD2,GSM3305047
75,-0.23094622274207458,0.01892187948984767,AD2,GSM3305048
76,0.022388367055083336,0.8223898754985972,AD2,GSM3305049
77,-0.283069792728829,0.0037640249273997554,AD2,GSM3305052
78,0.10791665179457878,0.2779038131723569,AD2,GSM3305053
79,0.27645816802087697,0.004701332402902353,AD2,GSM3305054
80,-0.364891394181059,0.00015090270065785174,AD2,GSM3305055
81,-0.26982457778233376,0.0058455822544977165,AD2,GSM3305056
82,0.4714022520178008,5.010522575901081e-07,AD2,GSM3305057
83,0.35869711455433984,0.00019878404564641072,AD2,GSM3305058
84,0.13819613571455167,0.16388904207333554,AD2,GSM3305059
85,-0.5988517518906066,2.362391564316315e-11,AD2,GSM3305063
86,-0.4549610523702856,1.3785426711742414e-06,AD2,GSM3305065
87,-0.09362258276235365,0.3468906554097505,AD2,GSM3305066
88,-0.04208046523009654,0.6729921354792074,AD2,GSM3305067
89,0.1112883607403284,0.2630761821227761,AD2,GSM3305070
90,-0.1679374641350401,0.08995338441105859,AD2,GSM3305071
91,-0.12669718045005707,0.20220684039591616,AD2,GSM3305072
92,-0.3884604085054194,5.018484653253504e-05,AD2,GSM3305073
93,-0.1580145356904643,0.11090621162640575,AD2,GSM3305074
94,0.2826249907343571,0.003821387810478608,AD2,GSM3305075
95,0.3497024994769438,0.0002936916119593713,AD2,GSM3305077
96,-0.0015375913631296575,0.9877015672902658,AD2,GSM3305079
97,0.10199722135275092,0.3052678613901411,AD2,GSM3305080
98,0.02233345322860533,0.8228183803896292,AD2,GSM3305081
99,-0.267007498484012,0.006402071780313943,AD2,GSM3305082
100,-0.08004239347434258,0.4215597060550813,AD2,GSM3305087
101,-0.5929045844830384,4.1542998578743e-11,AD2,GSM3305090
102,0.19352730727379125,0.050150681431738856,AD2,GSM3305091
103,1.0,0.0,AD2,AD2
104,-0.332300038166362,0.0006051146808105468,AD2,AD3
105,-0.10347961461515585,0.2982553679845897,AD2,AD4
106,-0.1478609691746809,0.13608838148207406,AD2,AD5
107,-0.06646769556897933,0.504721645331135,AD2,AD7
108,-0.45817900260189676,1.1354955273795236e-06,AD2,AD8
109,0.35171207582633734,0.0002694354579241421,AD2,AD9
110,0.34213510448857304,0.00040424997665404965,AD2,AD19
111,0.2308522351308924,0.018971800218091747,AD2,AD20
112,-0.09978940547583379,0.31591011122363194,AD2,GSM3304958
113,0.05815923362285691,0.5595281779101247,AD2,GSM3304961
114,-0.5692641821842565,3.509942460373999e-10,AD2,GSM3304962
115,-0.048494533313564306,0.6266512504781324,AD2,GSM3304963
116,-0.3585598299881448,0.0001999892542574111,AD2,GSM3304964
117,-0.5594510813926368,8.10781684380151e-10,AD2,GSM3304965
118,-0.1729510964924821,0.08063193157302632,AD2,GSM3304966
119,-0.5426529418730144,3.1956731242431117e-09,AD2,GSM3304967
120,-0.22542674907486532,0.02205241663802427,AD2,GSM3304970
121,-0.13453338348846863,0.17545909653070563,AD2,GSM3304971
122,0.29125824396083533,0.002836980647594051,AD2,GSM3304974
123,-0.04818688273445089,0.6288429879991418,AD2,GSM3304977
124,0.22288973029158143,0.023634137632743947,AD2,GSM3304980
125,0.4475806340916415,2.1350105254625586e-06,AD2,GSM3304981
126,0.16418180919589465,0.09748029781804816,AD2,GSM3304982
127,-0.2505717902191446,0.010684419207543651,AD2,GSM3304983
128,0.13763601468447603,0.16562072052874965,AD2,GSM3304986
129,-0.16666941236552943,0.09244143735895387,AD2,GSM3304987
130,0.4249012237562247,7.693550329842263e-06,AD2,GSM3304989
131,-0.05521036114098794,0.5796415333603044,AD2,GSM3304991
132,-0.015386854179137478,0.8774025063403934,AD2,GSM3304992
133,-0.3332116076858969,0.0005832327578517164,AD2,GSM3304995
134,0.036742841296434285,0.7125208477197491,AD2,GSM3304996
135,-0.46702562004750364,6.593778982521581e-07,AD2,GSM3304997
136,0.37289233869890454,0.00010482725788954971,AD2,GSM3304998
137,0.4002229501370085,2.8053607432085087e-05,AD2,GSM3304999
138,-0.3831392587197006,6.48234088304413e-05,AD2,GSM3305000
139,0.2774136686015943,0.004554138143874068,AD2,GSM3305001
140,0.3133877163273365,0.0012671141789301111,AD2,GSM3305002
141,0.0310867171691996,0.755252800216378,AD2,GSM3305003
142,-0.0920852484582901,0.3549008101652109,AD2,GSM3305005
143,-0.0006370021361537152,0.994904770379273,AD2,GSM3305007
144,0.26682372194434645,0.006439955131877456,AD2,GSM3305009
145,0.08804882937483595,0.3764740259069811,AD2,GSM3305011
146,0.47382944314812864,4.2956737856185037e-07,AD2,GSM3305013
147,0.467953663714982,6.222799882309923e-07,AD2,GSM3305014
148,-0.020790374704573338,0.8348802002224545,AD2,GSM3305015
149,-0.09425409176685072,0.3436333400816012,AD2,GSM3305016
150,0.03818200289528579,0.7017824241228476,AD2,GSM3305017
151,0.0077208840028077435,0.9383027515171029,AD2,GSM3305018
152,0.13165589898102106,0.18496131058931764,AD2,GSM3305019
153,-0.06015260552400855,0.546123747838478,AD2,GSM3305022
154,-0.20922167888120555,0.03392284444752554,AD2,GSM3305023
155,0.05474359361592489,0.5828555787457388,AD2,GSM3305024
156,0.4164499858612595,1.2121019608883373e-05,AD2,GSM3305026
157,0.41549562610171165,1.2749701710328921e-05,AD2,GSM3305027
