,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,GSM3304988,GSM3304990,GSM3305006,GSM3305012,GSM3305060,GSM3305062,GSM3305064,GSM3305069,GSM3305076,GSM3305078,GSM3305083,GSM3305085,GSM3305086,HP.7,HP.8,HP.9,HP.10,AP.1,AP.2,AP.3,AP.4,AP.5,AP.6,AP.7,AP.8,AP.9,AP.10
GSM2674214,1.0,0.9181300533955059,0.952796601963937,0.9020510615794044,0.926883277536812,0.902610028666665,0.9620466165351004,0.8820309397288657,0.9036332336673311,0.8851006759194802,0.9601309261343164,0.8981135433251363,0.897596782232859,0.9013651997534748,0.9051896146013733,0.8927364293157202,0.8923108146823259,0.9165993848080563,0.8549055496707331,0.88509896909754,0.9529388264117474,0.9419756643276834,0.9395736996579931,0.91412286141806,0.9471861475986547,0.9502188295971702,0.9254993580454353,0.9486548772379212,0.9255721891990751,0.9313137456417384,0.9529961282185963,0.9150530910851561,0.9338604143810875,0.863682462529235,0.9296147105628754,0.9564627111165838,0.95072310728249,0.9320361554274973,0.966868674356211,0.9400974112651669,0.9465857523822637,0.9314014977217324,0.9289058698106175,0.8536244253058706,0.9152971109074517,0.9268235688592573,0.9347587310944275,0.935390713365987,0.9548158699913786
GSM2674208,0.9181300533955059,1.0,0.935917333344219,0.9229410846080487,0.9318429710355844,0.9248838749843238,0.8906623930883127,0.9164391367300193,0.9110898909395635,0.9096619116078888,0.9049796375395743,0.910808220731311,0.9089270941455191,0.8888416139468308,0.9250612997281484,0.9260070382105876,0.9287719777437119,0.9413690430920602,0.8904049634961176,0.9334317119579709,0.9004909062005483,0.9065916985888257,0.9022828986383612,0.9206831919102105,0.9219270621079378,0.9164767800112515,0.8782437981555792,0.927372505503018,0.9111738406470203,0.8847615957996868,0.9274204488826464,0.8993348444404224,0.9179686918523956,0.8460086208105229,0.9058178226173387,0.9037077363368323,0.9053350272532323,0.8991528485216358,0.9162734348799079,0.9204860361926201,0.9110166840524098,0.9152459894373651,0.9246368572622419,0.8875743076330317,0.8972917866331022,0.8956262750933498,0.9086277226294417,0.9145563314973566,0.922310639595653
GSM2674209,0.952796601963937,0.935917333344219,1.0,0.9279863242043583,0.9355458124229228,0.9381854619962846,0.9353758426610231,0.9124758203216791,0.9220136131507486,0.9208181900113088,0.9384276479379156,0.913559009395931,0.9187771116658268,0.9038783539964154,0.9359836112482128,0.922648956519209,0.9292687840749088,0.9431405755616709,0.9012313085636051,0.9206048462309231,0.9365140747921419,0.9397309565212343,0.9273651453318998,0.9311624977103868,0.9463648915455622,0.9428339276315645,0.9172954241612246,0.9525705950468143,0.9262809248196288,0.9146157688727173,0.9530123640449756,0.9183990968179688,0.9405569014581427,0.8711202302045856,0.9253943346965529,0.9332439987014238,0.933140452226486,0.9211017987665369,0.9512442639637146,0.9434491575871147,0.9378397145904456,0.9364856000148829,0.9392606109859669,0.8722228894952273,0.9172196719633101,0.9239162233725197,0.9318735715717815,0.9366270745185422,0.9446536839948958
GSM2674210,0.9020510615794044,0.9229410846080487,0.9279863242043583,1.0,0.8942025921744171,0.9411319777226638,0.858801563201817,0.9221028934476261,0.9218561090226614,0.9336341722092396,0.8961130516115201,0.908125770526614,0.91169265600403,0.8858716907805256,0.9216019152754608,0.9049469708720701,0.9249703372201413,0.9211072274739726,0.8940437260769847,0.9249060331277058,0.8757096827770121,0.8704482539240559,0.8857471256741728,0.9064412600427866,0.8896022138025165,0.9031132555104789,0.845925966347544,0.9030061294210838,0.8884578208485602,0.8786081002329699,0.9089183319462754,0.8875695798020048,0.8782881270114044,0.8323656372046571,0.8752075617839964,0.8928556740704584,0.8912399913980078,0.9025507350967037,0.9066312898398922,0.8839483126948005,0.8824706563748386,0.8732217341543604,0.8937189446371127,0.8567897734347355,0.8876700508613812,0.8746720680983383,0.8792193824318861,0.8844917494385783,0.8887775844926238
GSM2674211,0.926883277536812,0.9318429710355844,0.9355458124229228,0.8942025921744171,1.0,0.909731819626804,0.9020117495692768,0.9065330715553195,0.8981807368035549,0.91599090340495,0.9095696988392736,0.9158560425612293,0.924876673331258,0.898756417327149,0.922586450763147,0.9225218969550437,0.9244458278118414,0.9505846474455474,0.8977015538287383,0.9104590823893266,0.91920805395947,0.9198563540839267,0.9156316271577024,0.9405882465800703,0.9331581680598899,0.9301034542658551,0.8818738840837473,0.9321103328517221,0.9383695710387306,0.8843391525045282,0.9433341560419264,0.9346820297648463,0.9219822948145446,0.8162293188264165,0.9125301180952614,0.9129224318755804,0.916032585983745,0.9050183133334122,0.9353655932539977,0.9298709754702434,0.9299019804077346,0.9346995668661008,0.9389388297962037,0.9217185289100737,0.9006751619588006,0.909895450924746,0.9318936123871595,0.9337587117670332,0.9315159989285605
GSM2674212,0.902610028666665,0.9248838749843238,0.9381854619962846,0.9411319777226638,0.909731819626804,1.0,0.866031792389103,0.9277569523127454,0.9206486994839271,0.9330093026582856,0.885001711403337,0.8960360268275731,0.926612309269176,0.8714733537227815,0.9312101985323454,0.9119683687665209,0.9400528938588858,0.9299734903657566,0.9106298935963352,0.9249469517949894,0.8773190124080361,0.876044118056748,0.9033432025729075,0.9131989758124033,0.8999729576462026,0.9145873337544589,0.8432794701061384,0.9140844165262317,0.8896689281148394,0.8818031773545205,0.9121756984398035,0.8859886634616939,0.889032254404098,0.8435726894488093,0.8840385172385886,0.8938044217174617,0.9015338788562912,0.8995267486956137,0.9148468931885211,0.897896325304427,0.8929620388699461,0.8850332832563618,0.9058111935949338,0.8833708986471849,0.8914818683479803,0.8826760620080748,0.8860174989375436,0.8992814455052842,0.9027238777968895
GSM2674213,0.9620466165351004,0.8906623930883127,0.9353758426610231,0.858801563201817,0.9020117495692768,0.866031792389103,1.0,0.8376902518782117,0.8795425899759605,0.8457866688467995,0.9585710700697895,0.868208741436279,0.8616710306225213,0.8802517476751238,0.877252775678864,0.8530329873734962,0.8623038646389131,0.8751689136377039,0.8272964089007783,0.8448611455405937,0.9522509732236263,0.9462963957919528,0.9259607358831553,0.8868530519430013,0.9379866696249779,0.9273918386342029,0.9345826883941118,0.9419245481587144,0.9030906231016675,0.9125610341326497,0.9346070458712789,0.8841262450242863,0.9357283442484822,0.8585761627680165,0.9177885109681168,0.9460979079389605,0.9397584249603947,0.9080777507071194,0.9443785307172572,0.9349819919209886,0.9418827032761837,0.927801526179231,0.9114275544084933,0.811157665847733,0.8963993272400979,0.9177467787235986,0.9213496095596527,0.9259707123803448,0.9443471588623773
GSM2674215,0.8820309397288657,0.9164391367300193,0.9124758203216791,0.9221028934476261,0.9065330715553195,0.9277569523127454,0.8376902518782117,1.0,0.9083800184649847,0.9286740323100464,0.8654901421066998,0.9009419093049422,0.9045584000698653,0.8755584398832706,0.9100791866774427,0.9108858921763464,0.9202692246297599,0.9266520583726628,0.895547432894131,0.9252811742275184,0.8562028672901385,0.857560977740064,0.8760889415692232,0.9018286642964237,0.88190470324366,0.8923163323997212,0.8212557285789855,0.8978558194917889,0.8810387436829292,0.854209943328009,0.8976498255010544,0.8829314140301394,0.8706699973638643,0.8141808852141664,0.8600718967644307,0.8699933133059046,0.8850870607765341,0.8849760842497405,0.8892961820669408,0.8722748461742516,0.8839329280705946,0.8693864307656333,0.8915340050609608,0.879920982648887,0.8853691264904885,0.875671178278389,0.8639093117940367,0.8867973612596849,0.8756555470152851
GSM2674216,0.9036332336673311,0.9110898909395635,0.9220136131507486,0.9218561090226614,0.8981807368035549,0.9206486994839271,0.8795425899759605,0.9083800184649847,1.0,0.9127373577189603,0.8982344015455501,0.9023962810935666,0.9053215503952902,0.9042506170003912,0.9183864324244662,0.9062782181114154,0.9111607785346173,0.91438199107734,0.903395486877253,0.8996752365337607,0.8682351877340382,0.8745390282482011,0.8926555839743991,0.8891814635246867,0.9050524596286091,0.9116467585311728,0.8500582705130659,0.9071035821434651,0.8850171991141508,0.8836939856449222,0.9046197988533397,0.8851626014643894,0.8954557395473446,0.8738242177433956,0.8990102859872259,0.8948350342945004,0.8970135155268775,0.9010538445526463,0.9162723753589933,0.8995008195760318,0.8884686693293495,0.8818051738007476,0.8968499485222508,0.8663021937706228,0.8818152223104027,0.8696860203834305,0.8795944777844144,0.8775911548574082,0.8972591012261992
GSM2674197,0.8851006759194802,0.9096619116078888,0.9208181900113088,0.9336341722092396,0.91599090340495,0.9330093026582856,0.8457866688467995,0.9286740323100464,0.9127373577189603,1.0,0.8756774424222145,0.9021671729431007,0.9258196963400496,0.87742394043133,0.9149801875520556,0.9145301943675039,0.9427266074472062,0.9298409402778359,0.9274886414818952,0.926938292159708,0.8741066969189167,0.8719839437914101,0.885525943787703,0.9061483490697809,0.8898535216555229,0.8990379386591818,0.8373495346240409,0.9050992933054927,0.8934803168496315,0.86122724661577,0.9049351240093949,0.8905913593142004,0.8789100712857666,0.8184936440167125,0.8753289974980589,0.8788564872215647,0.8844650212545851,0.8840149683108721,0.9019681601013416,0.8855076969039415,0.8876823726708339,0.8841661333909706,0.8988193986547566,0.8821185636259671,0.8776837918443321,0.8786033977328971,0.886233723582244,0.8907512391064613,0.8869382523257542
