,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,GSM3304967,GSM3304992,GSM3305000,GSM3305005,GSM3305043,GSM3305074,AP.7,AP.8,AP.9,AP.10
GSM2674198,0.9601309261343164,0.9049796375395743,0.9384276479379156,0.8961130516115201,0.9095696988392736,0.885001711403337,0.9585710700697895,0.8654901421066998,0.8982344015455501,0.8756774424222145,1.0,0.8979178279689842,0.8882183737552789,0.9003446412602363,0.899865161026162,0.8720616890410142,0.8817518538355464,0.8909436504393251,0.8463696480918118,0.8668207954047813,0.9532636839803112,0.9376187643542142,0.9107595424013439,0.9243319543951248,0.8934695336449502,0.9170193162443658,0.9269264644434035,0.9365118764984657,0.9227243204701298,0.9307864353064172,0.9226791053793169,0.9451424619172767
GSM2674199,0.8981135433251363,0.910808220731311,0.913559009395931,0.908125770526614,0.9158560425612293,0.8960360268275731,0.868208741436279,0.9009419093049422,0.9023962810935666,0.9021671729431007,0.8979178279689842,1.0,0.8985208132491115,0.9074189333080517,0.920880121441348,0.903299554442432,0.9023294509271381,0.9245997967669388,0.8791076994653282,0.9125360641356992,0.8722190006304825,0.8728900938827266,0.901272841002999,0.8961969804670077,0.8788875591517432,0.9070787663846673,0.8947735512121339,0.8971440152768035,0.8593978687850566,0.8711019552101387,0.8756312571947709,0.8842526600768554
GSM2674200,0.897596782232859,0.9089270941455191,0.9187771116658268,0.91169265600403,0.924876673331258,0.926612309269176,0.8616710306225213,0.9045584000698653,0.9053215503952902,0.9258196963400496,0.8882183737552789,0.8985208132491115,1.0,0.886282752255687,0.9118354659832624,0.9026882118909525,0.9330264166057107,0.9253950803233769,0.9065194374708894,0.9173306087333092,0.8822238482134916,0.8743664052128494,0.8903625215100446,0.9126549819098138,0.8682746088780082,0.9154311763169746,0.9101392361805749,0.9184175996922991,0.8798600483198419,0.8986654859219697,0.897685494714174,0.8998766133405287
GSM2674201,0.9013651997534748,0.8888416139468308,0.9038783539964154,0.8858716907805256,0.898756417327149,0.8714733537227815,0.8802517476751238,0.8755584398832706,0.9042506170003912,0.87742394043133,0.9003446412602363,0.9074189333080517,0.886282752255687,1.0,0.8749744216406823,0.876402493662619,0.8845744498164423,0.8903260399878469,0.8577644302181833,0.8673172210271203,0.8720986403878265,0.8689057812802525,0.8791084780510202,0.9094735434202768,0.8809766861661973,0.9115886803389092,0.9008815121470934,0.8937248944393406,0.8642119108724247,0.87703236404035,0.8764163735872031,0.8931550757848156
GSM2674202,0.9051896146013733,0.9250612997281484,0.9359836112482128,0.9216019152754608,0.922586450763147,0.9312101985323454,0.877252775678864,0.9100791866774427,0.9183864324244662,0.9149801875520556,0.899865161026162,0.920880121441348,0.9118354659832624,0.8749744216406823,1.0,0.9187977000914006,0.9214773473418756,0.9373690199073473,0.898766159979363,0.921254585199664,0.8815475419651314,0.8890281596869765,0.9091754258053374,0.9047502260522526,0.8649053744111028,0.9031319280378863,0.9092319385264785,0.9197899917756114,0.8838774679504576,0.8874125218312445,0.8955747432568482,0.9010490758279479
GSM2674203,0.8927364293157202,0.9260070382105876,0.922648956519209,0.9049469708720701,0.9225218969550437,0.9119683687665209,0.8530329873734962,0.9108858921763464,0.9062782181114154,0.9145301943675039,0.8720616890410142,0.903299554442432,0.9026882118909525,0.876402493662619,0.9187977000914006,1.0,0.9256452429221081,0.9449952069016998,0.9009080003280906,0.9327377290013644,0.8707552148579838,0.8811738688994131,0.892102746911409,0.9051375750049445,0.8715255637764708,0.8970955806749851,0.886781821730321,0.9026988523866109,0.8652395022019491,0.8936693185263667,0.8860012582290105,0.8958826783014546
GSM2674204,0.8923108146823259,0.9287719777437119,0.9292687840749088,0.9249703372201413,0.9244458278118414,0.9400528938588858,0.8623038646389131,0.9202692246297599,0.9111607785346173,0.9427266074472062,0.8817518538355464,0.9023294509271381,0.9330264166057107,0.8845744498164423,0.9214773473418756,0.9256452429221081,1.0,0.938327985897108,0.9444063723751648,0.9465179195180125,0.8848860343710159,0.8933906142456912,0.8916180093021892,0.9244150461217988,0.884363533633858,0.9155196765463339,0.8999704312421427,0.9211680806338535,0.8851273778004332,0.9048667358427143,0.9093341380918293,0.9077484922807454
GSM2674205,0.9165993848080563,0.9413690430920602,0.9431405755616709,0.9211072274739726,0.9505846474455474,0.9299734903657566,0.8751689136377039,0.9266520583726628,0.91438199107734,0.9298409402778359,0.8909436504393251,0.9245997967669388,0.9253950803233769,0.8903260399878469,0.9373690199073473,0.9449952069016998,0.938327985897108,1.0,0.9127056859238244,0.9457344572202409,0.8992664948045871,0.9049801549778904,0.9173799930375813,0.9274028567412652,0.8999282351413682,0.9192743670783536,0.909288955850102,0.9252589306922762,0.8951868147770572,0.9178962611848981,0.9164111978688978,0.9185239012612363
GSM2674206,0.8549055496707331,0.8904049634961176,0.9012313085636051,0.8940437260769847,0.8977015538287383,0.9106298935963352,0.8272964089007783,0.895547432894131,0.903395486877253,0.9274886414818952,0.8463696480918118,0.8791076994653282,0.9065194374708894,0.8577644302181833,0.898766159979363,0.9009080003280906,0.9444063723751648,0.9127056859238244,1.0,0.920887059760359,0.8479109822115997,0.8656360285559717,0.8647065231258464,0.8944655653358944,0.8588187105662107,0.8869102741521036,0.8683770535358274,0.8849791555694907,0.8519322290566165,0.8739101014116404,0.8756956848106349,0.8731206148497693
GSM2674207,0.88509896909754,0.9334317119579709,0.9206048462309231,0.9249060331277058,0.9104590823893266,0.9249469517949894,0.8448611455405937,0.9252811742275184,0.8996752365337607,0.926938292159708,0.8668207954047813,0.9125360641356992,0.9173306087333092,0.8673172210271203,0.921254585199664,0.9327377290013644,0.9465179195180125,0.9457344572202409,0.920887059760359,1.0,0.8642777926260693,0.8793407397985902,0.8929283553970994,0.8953713481273258,0.867628106375347,0.8894671459239443,0.8884389815918411,0.8988029393380977,0.8628268595083511,0.8793289511746769,0.8869818211606328,0.8891999785384915
NS_2,0.9529388264117474,0.9004909062005483,0.9365140747921419,0.8757096827770121,0.91920805395947,0.8773190124080361,0.9522509732236263,0.8562028672901385,0.8682351877340382,0.8741066969189167,0.9532636839803112,0.8722190006304825,0.8822238482134916,0.8720986403878265,0.8815475419651314,0.8707552148579838,0.8848860343710159,0.8992664948045871,0.8479109822115997,0.8642777926260693,1.0,0.9667421282451475,0.898230944257617,0.9273636439532184,0.8950588215708256,0.9045390300520258,0.9194572473893295,0.9383147219741822,0.9457395500011696,0.9512014273413072,0.9445515520890263,0.949287600792732
NS_1,0.9419756643276834,0.9065916985888257,0.9397309565212343,0.8704482539240559,0.9198563540839267,0.876044118056748,0.9462963957919528,0.857560977740064,0.8745390282482011,0.8719839437914101,0.9376187643542142,0.8728900938827266,0.8743664052128494,0.8689057812802525,0.8890281596869765,0.8811738688994131,0.8933906142456912,0.9049801549778904,0.8656360285559717,0.8793407397985902,0.9667421282451475,1.0,0.8947797658052475,0.932767176033604,0.8920749720322892,0.895441650545142,0.9171102181630094,0.9377217367096491,0.9451173917140776,0.9487440570676037,0.9544447638735252,0.9453541922504107
GSM3304967,0.9257474928293296,0.9118280949060703,0.9295341915403718,0.8987226014764743,0.911827414744182,0.9039950138046132,0.9069344815332779,0.8872021340883088,0.9036279617078925,0.8836801629805983,0.9107595424013439,0.901272841002999,0.8903625215100446,0.8791084780510202,0.9091754258053374,0.892102746911409,0.8916180093021892,0.9173799930375813,0.8647065231258464,0.8929283553970994,0.898230944257617,0.8947797658052475,1.0,0.9041489261253055,0.8776506962635595,0.8950141733628663,0.9022977258032795,0.9170959585070209,0.8847673036279325,0.8928563327940989,0.8973393773555216,0.9110282817462968
GSM3304992,0.9391067108714223,0.922514128092778,0.9387377593446793,0.8965247780983974,0.9477753734443677,0.9070796355088296,0.9236141855206366,0.892133199854883,0.9077216085416664,0.9043713637902464,0.9243319543951248,0.8961969804670077,0.9126549819098138,0.9094735434202768,0.9047502260522526,0.9051375750049445,0.9244150461217988,0.9274028567412652,0.8944655653358944,0.8953713481273258,0.9273636439532184,0.932767176033604,0.9041489261253055,1.0,0.9234094175814597,0.943931875173893,0.9251377459606804,0.9389043391185881,0.918199329440185,0.9346249063241611,0.9411276691132185,0.9412609620983308
GSM3305000,0.9077969133512226,0.8878908266361152,0.9014861852748433,0.8680966166679707,0.921275631413136,0.8557816937429236,0.8846274226957763,0.854209682995172,0.8633488388887974,0.8654906390616877,0.8934695336449502,0.8788875591517432,0.8682746088780082,0.8809766861661973,0.8649053744111028,0.8715255637764708,0.884363533633858,0.8999282351413682,0.8588187105662107,0.867628106375347,0.8950588215708256,0.8920749720322892,0.8776506962635595,0.9234094175814597,1.0,0.9253685738877169,0.8909918750912437,0.8931829951986333,0.8709511569706051,0.9011145075296617,0.895901879865146,0.9020459056440715
GSM3305005,0.9237666202217286,0.9113845690190351,0.9196950360205104,0.8989412573465779,0.9451103629361526,0.8998757711691671,0.8956041717009887,0.8892972868209843,0.9008368132960933,0.901900266088167,0.9170193162443658,0.9070787663846673,0.9154311763169746,0.9115886803389092,0.9031319280378863,0.8970955806749851,0.9155196765463339,0.9192743670783536,0.8869102741521036,0.8894671459239443,0.9045390300520258,0.895441650545142,0.8950141733628663,0.943931875173893,0.9253685738877169,1.0,0.9099146707326525,0.9190752813797244,0.8869319131108772,0.9141994290884867,0.91366289343423,0.9208654769866912
GSM3305043,0.9335484226897369,0.9154908864443982,0.9385660961832344,0.9058177720191974,0.9201057653210972,0.9081696346490945,0.9213727795364014,0.886358466018003,0.9025909197305606,0.8919868017541892,0.9269264644434035,0.8947735512121339,0.9101392361805749,0.9008815121470934,0.9092319385264785,0.886781821730321,0.8999704312421427,0.909288955850102,0.8683770535358274,0.8884389815918411,0.9194572473893295,0.9171102181630094,0.9022977258032795,0.9251377459606804,0.8909918750912437,0.9099146707326525,1.0,0.9321577342849869,0.908477632652768,0.9092145998594389,0.918802366222771,0.9244465604002962
GSM3305074,0.9475282898494549,0.9240060832056934,0.948853022724566,0.9108819760079356,0.9357977438466164,0.9197728502871717,0.9294303999444637,0.8950813863899743,0.9059600534993681,0.909139405800413,0.9365118764984657,0.8971440152768035,0.9184175996922991,0.8937248944393406,0.9197899917756114,0.9026988523866109,0.9211680806338535,0.9252589306922762,0.8849791555694907,0.8988029393380977,0.9383147219741822,0.9377217367096491,0.9170959585070209,0.9389043391185881,0.8931829951986333,0.9190752813797244,0.9321577342849869,1.0,0.9279097723536227,0.9371894652415499,0.9431735202933142,0.9422507351374769
AP.7,0.9268235688592573,0.8956262750933498,0.9239162233725197,0.8746720680983383,0.909895450924746,0.8826760620080748,0.9177467787235986,0.875671178278389,0.8696860203834305,0.8786033977328971,0.9227243204701298,0.8593978687850566,0.8798600483198419,0.8642119108724247,0.8838774679504576,0.8652395022019491,0.8851273778004332,0.8951868147770572,0.8519322290566165,0.8628268595083511,0.9457395500011696,0.9451173917140776,0.8847673036279325,0.918199329440185,0.8709511569706051,0.8869319131108772,0.908477632652768,0.9279097723536227,1.0,0.9329378738883454,0.9635093016939976,0.9273250296884809
AP.8,0.9347587310944275,0.9086277226294417,0.9318735715717815,0.8792193824318861,0.9318936123871595,0.8860174989375436,0.9213496095596527,0.8639093117940367,0.8795944777844144,0.886233723582244,0.9307864353064172,0.8711019552101387,0.8986654859219697,0.87703236404035,0.8874125218312445,0.8936693185263667,0.9048667358427143,0.9178962611848981,0.8739101014116404,0.8793289511746769,0.9512014273413072,0.9487440570676037,0.8928563327940989,0.9346249063241611,0.9011145075296617,0.9141994290884867,0.9092145998594389,0.9371894652415499,0.9329378738883454,1.0,0.9437404271844805,0.9632446696249296
AP.9,0.935390713365987,0.9145563314973566,0.9366270745185422,0.8844917494385783,0.9337587117670332,0.8992814455052842,0.9259707123803448,0.8867973612596849,0.8775911548574082,0.8907512391064613,0.9226791053793169,0.8756312571947709,0.897685494714174,0.8764163735872031,0.8955747432568482,0.8860012582290105,0.9093341380918293,0.9164111978688978,0.8756956848106349,0.8869818211606328,0.9445515520890263,0.9544447638735252,0.8973393773555216,0.9411276691132185,0.895901879865146,0.91366289343423,0.918802366222771,0.9431735202933142,0.9635093016939976,0.9437404271844805,1.0,0.9435346053009104
AP.10,0.9548158699913786,0.922310639595653,0.9446536839948958,0.8887775844926238,0.9315159989285605,0.9027238777968895,0.9443471588623773,0.8756555470152851,0.8972591012261992,0.8869382523257542,0.9451424619172767,0.8842526600768554,0.8998766133405287,0.8931550757848156,0.9010490758279479,0.8958826783014546,0.9077484922807454,0.9185239012612363,0.8731206148497693,0.8891999785384915,0.949287600792732,0.9453541922504107,0.9110282817462968,0.9412609620983308,0.9020459056440715,0.9208654769866912,0.9244465604002962,0.9422507351374769,0.9273250296884809,0.9632446696249296,0.9435346053009104,1.0
