,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,GSM3304967,GSM3304992,GSM3305000,GSM3305005,GSM3305043,GSM3305074,AP.7,AP.8,AP.9,AP.10
GSM2674198,0.9590257966997465,0.9027283663980028,0.9355538670399334,0.8928473294300642,0.9055287551233857,0.8816004400584498,0.957905737607947,0.8603023199138498,0.8997047150670656,0.8690094781753928,1.0,0.8944699343665572,0.8850954490575635,0.9044952916937818,0.896799626278866,0.867203700558572,0.8783999559194517,0.885200632089483,0.8398268455510628,0.8594451761969929,0.9524407471457208,0.9346354323032374,0.9080788029146627,0.9224796520968557,0.8875866266323934,0.9165608435006176,0.9272893978726159,0.93369894429655,0.9198049650476657,0.9283262809087749,0.9206607263932923,0.945540167683727
GSM2674199,0.8915299000570484,0.9084308928791491,0.9120357405527688,0.9037779219508344,0.9133957987849307,0.8908533885294899,0.8639694197968811,0.895094607950317,0.8970599445491354,0.8961953359591668,0.8944699343665572,1.0,0.8941621434658648,0.9040148901823366,0.9161187565661824,0.9002204165024461,0.897795092527879,0.9211381960048749,0.8718615658587133,0.9078017482697136,0.8704283351957273,0.8725504262173476,0.8949292244000329,0.8891587510549516,0.8699389259582324,0.9016090701299162,0.8894626968274018,0.8943649559896752,0.855594022254225,0.870002763288937,0.8744033239669402,0.8826790369529203
GSM2674200,0.8931024668478975,0.9034724030777587,0.9169620362625733,0.905732505159864,0.9205067578278026,0.9219552593103362,0.8589266678391436,0.8987086250519823,0.8985532112676572,0.9179452798781924,0.8850954490575635,0.8941621434658648,1.0,0.8865703960967408,0.9053318020758356,0.896370995733408,0.9286685255435728,0.9203071658323924,0.8983010917606815,0.9116921892984798,0.8784967934166671,0.8715208012899864,0.8851748972817178,0.9078040787055158,0.8638198688018163,0.909821583394079,0.9065199920963143,0.9154661303311514,0.874339654798581,0.8956048444766633,0.8961407471764633,0.8982659076426522
GSM2674201,0.9043459814709733,0.8910672561469326,0.9061260628985627,0.885112217728469,0.9002786598386031,0.8702632644809657,0.8851839505062975,0.8699450619540166,0.9031814139282741,0.8746306720754332,0.9044952916937818,0.9040148901823366,0.8865703960967408,1.0,0.8724963446493834,0.8759536220490091,0.8838120507019723,0.889686981382944,0.8546820160677557,0.8637921889484659,0.8792116010567835,0.8747808943615498,0.8788770058899216,0.9102307767798571,0.88064506441935,0.9136938919832032,0.9014580015104064,0.8984853129999069,0.8665047273731281,0.8854591402471251,0.8832782833243763,0.9001351859894037
GSM2674202,0.902009495534871,0.9198505684505027,0.9340188628966286,0.9151724073826241,0.9172448994077601,0.9270539575192926,0.875070463835427,0.903317892748464,0.9124480160774262,0.9077904449827056,0.896799626278866,0.9161187565661824,0.9053318020758356,0.8724963446493834,1.0,0.9126312435050747,0.9165592330514416,0.9318185654459833,0.8912170499848787,0.9142741333537092,0.8791703581745158,0.8859693105521281,0.9050707042512046,0.8988362207811728,0.8578948166090838,0.8953984587335428,0.9040452560226219,0.9166253909231226,0.8791970970752003,0.88444785856558,0.8944999336786373,0.8991543552425421
GSM2674203,0.8866817508275384,0.9228764268742616,0.9204486933936318,0.897640339090663,0.9212062922022733,0.9029096608393852,0.8484840950009503,0.9042759153363182,0.8995416706768163,0.906829138797979,0.867203700558572,0.9002204165024461,0.896370995733408,0.8759536220490091,0.9126312435050747,1.0,0.9223211598842109,0.9430553983283487,0.8950754361066999,0.9286844325032446,0.867330673449332,0.8819168873636558,0.8858783697140737,0.900840302017498,0.8693868539257457,0.8914340993410165,0.8803670177628873,0.8985327320591241,0.8586194048097439,0.8944793072956122,0.8849307442415371,0.8954081946458932
GSM2674204,0.8883662745200188,0.924648701714902,0.9278752097650663,0.9208708052863134,0.9230841892902527,0.934708635683001,0.8588282857054922,0.9146811232302269,0.9027200071419581,0.936863652604721,0.8783999559194517,0.897795092527879,0.9286685255435728,0.8838120507019723,0.9165592330514416,0.9223211598842109,1.0,0.9372862526623935,0.9400411439898879,0.941936110845233,0.8827009324854094,0.8917030003236417,0.8871356670263429,0.9203918229038306,0.8833153156821382,0.9104760960235564,0.8941040102538192,0.919254123651021,0.8787846163102088,0.9075774466356576,0.9073776152097559,0.9070666156853755
GSM2674205,0.9111091682935796,0.9387312237074873,0.941306019998897,0.9152431408492961,0.9508349478808189,0.9242790600685853,0.8711909694658111,0.9219426727107903,0.9082120921995647,0.9242647369547015,0.885200632089483,0.9211381960048749,0.9203071658323924,0.889686981382944,0.9318185654459833,0.9430553983283487,0.9372862526623935,1.0,0.9090365922562916,0.9427832750945633,0.8964446535297381,0.907033362576856,0.9122911966314826,0.9248879596654397,0.8982304475020493,0.9138011954067411,0.9048083401594195,0.9229370519259353,0.8908958426113344,0.9190565177713496,0.9178411108561049,0.9180450550895849
GSM2674206,0.8468768196400553,0.8835123252991589,0.8969393841571184,0.8856727553422056,0.8943133975802302,0.9006308095751268,0.8205022030561193,0.8882357186752514,0.8931691138619041,0.9198315192265277,0.8398268455510628,0.8718615658587133,0.8983010917606815,0.8546820160677557,0.8912170499848787,0.8950754361066999,0.9400411439898879,0.9090365922562916,1.0,0.9139608759206127,0.8427523007843275,0.8627379276825784,0.8567936708475313,0.8872608046422426,0.8566457042780294,0.8796105136300998,0.8590474901017039,0.879767848192287,0.8441591214998955,0.8732946810747017,0.8720609768318175,0.8685354160723945
GSM2674207,0.8768630268459918,0.9286679090108853,0.9163269259234538,0.9190595707447877,0.907036998080561,0.9171009628429296,0.8364270587961389,0.9193422549824667,0.8895775955955031,0.9186856763000885,0.8594451761969929,0.9078017482697136,0.9116921892984798,0.8637921889484659,0.9142741333537092,0.9286844325032446,0.941936110845233,0.9427832750945633,0.9139608759206127,1.0,0.8588977364780529,0.8760074015597431,0.8858162204119557,0.887421348700541,0.8634344290278693,0.8813483324893165,0.8796353026482194,0.8925118432816159,0.854441157347523,0.8777984377302023,0.8833766129304168,0.8839954938832076
NS_2,0.9523476820398383,0.9004389168806903,0.9347402553501263,0.8723719397365074,0.9176539160229151,0.8724846011972294,0.9537845814083086,0.8504274269978064,0.8684700617853667,0.8682787325824919,0.9524407471457208,0.8704283351957273,0.8784967934166671,0.8792116010567835,0.8791703581745158,0.867330673449332,0.8827009324854094,0.8964446535297381,0.8427523007843275,0.8588977364780529,1.0,0.9682539234312728,0.8955031630590858,0.9273540715590628,0.892173260555131,0.9039790186002954,0.9202423855336136,0.9351815513224375,0.9436588890334728,0.9509414075054083,0.9428235326244468,0.9511863386587959
NS_1,0.9397888976171087,0.9068787091977539,0.9369263320420149,0.8670238639530323,0.9220069572578089,0.8696723164947057,0.9443318359555208,0.8526168943075022,0.873494136414394,0.8677145182513335,0.9346354323032374,0.8725504262173476,0.8715208012899864,0.8747808943615498,0.8859693105521281,0.8819168873636558,0.8917030003236417,0.907033362576856,0.8627379276825784,0.8760074015597431,0.9682539234312728,1.0,0.8924868515410419,0.9334408676736896,0.8937736626949736,0.8964013611209166,0.9139898052552519,0.9345777862291528,0.9398784494248034,0.9524009143424046,0.9529466135437986,0.9476018160067012
GSM3304967,0.9216474056890369,0.9081726864198288,0.9269294151776655,0.8935370339686418,0.9066853256147807,0.8994735779415026,0.9046519338390223,0.8792360820542735,0.9011433838093096,0.8767302014859658,0.9080788029146627,0.8949292244000329,0.8851748972817178,0.8788770058899216,0.9050707042512046,0.8858783697140737,0.8871356670263429,0.9122911966314826,0.8567936708475313,0.8858162204119557,0.8955031630590858,0.8924868515410419,1.0,0.8994979373298154,0.868640555858624,0.8898059924561521,0.8994002376796331,0.914330673697564,0.8820335184606721,0.8915987947149936,0.8956511078014411,0.9101855178572119
GSM3304992,0.9363275809529774,0.9189550815820132,0.935347402099554,0.8896805254728611,0.9450650310313481,0.8984977058386626,0.9224355480804,0.882882851007597,0.9032062174407677,0.8967353596386111,0.9224796520968557,0.8891587510549516,0.9078040787055158,0.9102307767798571,0.8988362207811728,0.900840302017498,0.9203918229038306,0.9248879596654397,0.8872608046422426,0.887421348700541,0.9273540715590628,0.9334408676736896,0.8994979373298154,1.0,0.9209647845813456,0.940284120158691,0.9217162680065829,0.9378023664502873,0.9134882621893212,0.9376759048492561,0.9404853307808648,0.9419360799515104
GSM3305000,0.9005178829087752,0.8853237733911264,0.8965846305187503,0.8628830846847333,0.9179400313080415,0.8485163678370188,0.8794371438785855,0.8484272550846153,0.8590198740456852,0.8604765111843891,0.8875866266323934,0.8699389259582324,0.8638198688018163,0.88064506441935,0.8578948166090838,0.8693868539257457,0.8833153156821382,0.8982304475020493,0.8566457042780294,0.8634344290278693,0.892173260555131,0.8937736626949736,0.868640555858624,0.9209647845813456,1.0,0.9234805983677034,0.884296826924669,0.8880597800458215,0.8666719463970526,0.9030365164554759,0.8951825042962125,0.9021721211619524
GSM3305005,0.9222950772335593,0.9076996120600962,0.9169135111583913,0.8915622184247766,0.9403676170120969,0.8922147583672074,0.8968165276961497,0.8805634288147224,0.898213663376,0.8929991586646203,0.9165608435006176,0.9016090701299162,0.909821583394079,0.9136938919832032,0.8953984587335428,0.8914340993410165,0.9104760960235564,0.9138011954067411,0.8796105136300998,0.8813483324893165,0.9039790186002954,0.8964013611209166,0.8898059924561521,0.940284120158691,0.9234805983677034,1.0,0.9068783134047177,0.9165897737518534,0.8840646973237725,0.9145906253844117,0.9131515510757823,0.921958360333314
GSM3305043,0.9336831876697632,0.9110990760239333,0.9356326245257275,0.9012106235907523,0.9170757318319923,0.9025898555880711,0.9220834019108728,0.8804434127099118,0.898929327597722,0.885761557633403,0.9272893978726159,0.8894626968274018,0.9065199920963143,0.9014580015104064,0.9040452560226219,0.8803670177628873,0.8941040102538192,0.9048083401594195,0.8590474901017039,0.8796353026482194,0.9202423855336136,0.9139898052552519,0.8994002376796331,0.9217162680065829,0.884296826924669,0.9068783134047177,1.0,0.9305638624885977,0.9061643988002476,0.9096386980612625,0.9179464371034816,0.9251570296607469
GSM3305074,0.9449314933487685,0.9211456954436175,0.9477200281334558,0.9074856822024316,0.9325467831869488,0.9171499519713775,0.9279089982764314,0.890671533324249,0.9060263013256857,0.904116296576762,0.93369894429655,0.8943649559896752,0.9154661303311514,0.8984853129999069,0.9166253909231226,0.8985327320591241,0.919254123651021,0.9229370519259353,0.879767848192287,0.8925118432816159,0.9351815513224375,0.9345777862291528,0.914330673697564,0.9378023664502873,0.8880597800458215,0.9165897737518534,0.9305638624885977,1.0,0.9236300217460182,0.9359906981266617,0.9424671205591447,0.9428526034738701
AP.7,0.9243355943551723,0.8902705141082633,0.9196041931770914,0.870778495840334,0.906475994349847,0.8759970972912432,0.914860785224115,0.8699256552518475,0.8642648805849463,0.8729182602799602,0.9198049650476657,0.855594022254225,0.874339654798581,0.8665047273731281,0.8791970970752003,0.8586194048097439,0.8787846163102088,0.8908958426113344,0.8441591214998955,0.854441157347523,0.9436588890334728,0.9398784494248034,0.8820335184606721,0.9134882621893212,0.8666719463970526,0.8840646973237725,0.9061643988002476,0.9236300217460182,1.0,0.9298479036252433,0.9630928306753923,0.9240041634012367
AP.8,0.9344728025072979,0.911699304379557,0.9329331062397578,0.8755683906517027,0.9334392306432123,0.8824232074273536,0.92369108140252,0.8609754388413228,0.8807289509919592,0.8826778550071313,0.9283262809087749,0.870002763288937,0.8956048444766633,0.8854591402471251,0.88444785856558,0.8944793072956122,0.9075774466356576,0.9190565177713496,0.8732946810747017,0.8777984377302023,0.9509414075054083,0.9524009143424046,0.8915987947149936,0.9376759048492561,0.9030365164554759,0.9145906253844117,0.9096386980612625,0.9359906981266617,0.9298479036252433,1.0,0.9456354535154251,0.9670724091881052
AP.9,0.9336926033641232,0.9138115690881073,0.9363322807247205,0.8828425512204017,0.9338051964169222,0.895224079483398,0.9243741395280077,0.8838016186952456,0.8767008459725611,0.8878244141135159,0.9206607263932923,0.8744033239669402,0.8961407471764633,0.8832782833243763,0.8944999336786373,0.8849307442415371,0.9073776152097559,0.9178411108561049,0.8720609768318175,0.8833766129304168,0.9428235326244468,0.9529466135437986,0.8956511078014411,0.9404853307808648,0.8951825042962125,0.9131515510757823,0.9179464371034816,0.9424671205591447,0.9630928306753923,0.9456354535154251,1.0,0.9437510748084847
AP.10,0.9568126732853238,0.9224572143422634,0.9450291559043971,0.8858508278250761,0.9313148632649889,0.8987578117787784,0.9463911206353921,0.869776584503704,0.8991772567066654,0.8827925631452274,0.945540167683727,0.8826790369529203,0.8982659076426522,0.9001351859894037,0.8991543552425421,0.8954081946458932,0.9070666156853755,0.9180450550895849,0.8685354160723945,0.8839954938832076,0.9511863386587959,0.9476018160067012,0.9101855178572119,0.9419360799515104,0.9021721211619524,0.921958360333314,0.9251570296607469,0.9428526034738701,0.9240041634012367,0.9670724091881052,0.9437510748084847,1.0
