,GSM2674196,GSM2674188,GSM2674189,GSM2674190,GSM2674191,GSM2674192,GSM2674193,GSM2674194,GSM2674195,GSM2674177,GSM2674178,GSM2674179,GSM2674180,GSM2674181,GSM2674182,GSM2674183,GSM2674184,GSM2674185,GSM2674186,GSM2674187,GSM2674167,GSM2674173,GSM2674157,GSM2674158,GSM2674159,GSM2674160,GSM2674161,GSM2674162,GSM2674163,GSM2674164,GSM2674165,SSP_4,SSP_3,SSP_7,SSP_8,GSM3304957,GSM3304968,GSM3304969,GSM3304972,GSM3304976,GSM3304978,GSM3304979,GSM3305004,GSM3305008,GSM3305010,GSM3305020,GSM3305021,GSM3305025,GSM3305050,GSM3305061,GSM3305068,GSM3305084,GSM3305088,CA.1,CA.2,CA.3,CA.4,CL.1,CL.2,CL.3,CL.4,CL.5,CL.6,CL.7,CL.8,CL.9,CL.10,HP.1,HP.2,HP.3,HP.4,HP.5,HP.6
GSM2674178,0.9707428278059363,0.9681299177528488,0.9746493303615544,0.9611229816596848,0.9609285346051779,0.9661508437390889,0.9539084473782308,0.97958213509991,0.9715865872790723,0.9804941528288683,1.0,0.9815812633735104,0.982194771278974,0.9789510689818706,0.9702579527241549,0.9503382589897108,0.9798810590593229,0.9385408666715932,0.9799295193989244,0.962568385448949,0.9419209846279198,0.9402991345913668,0.9132557902096896,0.9068626861096964,0.9060002119662388,0.8881889008423957,0.9425133305941249,0.9477112292620311,0.8985628656794846,0.9125534701208595,0.8880558279547932,0.9279679048183588,0.9495860300900982,0.937712924139733,0.9325100929246878,0.9375796758732209,0.932718555259368,0.9306588748764352,0.9342828925196963,0.928253641802,0.9221598920997229,0.9293573107837364,0.9491139250879876,0.9349184632956052,0.9450278746770472,0.9254839607344745,0.9320477268624193,0.9269429500631106,0.9440568029562854,0.9508289153568189,0.8982830733730937,0.9391065716842467,0.9461966949081113,0.722639872228839,0.7671559154542549,0.6423023189393896,0.8144443138465369,0.9460663174777795,0.9443569447517105,0.937332537651859,0.9502625088163635,0.958685710182076,0.9601929201083576,0.9507958928198511,0.9561400209505627,0.9471245187164565,0.9558815989639876,0.9590577985359201,0.9363085933717311,0.934335491122416,0.9426054181944602,0.941598736235506,0.9261795223288958
GSM2674179,0.9765028977462239,0.9733686604445231,0.9810390663719191,0.9592338406356737,0.961161602485754,0.9647053772243159,0.9475373298178356,0.9797638085284008,0.9733437672922408,0.9817886444810213,0.9815812633735104,1.0,0.9851402998487305,0.9779370927999419,0.9703584211005158,0.9488288042560487,0.9755004951505529,0.9397257781730737,0.9832413343741474,0.9621980339815919,0.9418633891722997,0.9390667440434624,0.9129432996225539,0.9076689130481267,0.9083745973026575,0.8884698215494624,0.950395252564328,0.9479405283420168,0.9091056250292674,0.9189593933055129,0.8879832824345826,0.9276708611421199,0.9464798881536606,0.9399535179652195,0.9289671575438401,0.9423209795517193,0.9324336609259364,0.9301351000944529,0.9417021934341849,0.9341864182577273,0.917429021124948,0.9329531158894588,0.9458397061731207,0.9337983759595394,0.9511188090585674,0.9332473018145168,0.9271978873214965,0.9265525137683556,0.9476460670531187,0.9491239804831229,0.8996057834163199,0.9462578021081552,0.9512532064157447,0.7327575851077581,0.7673127361761739,0.660238673026849,0.8226677152684305,0.9570183325752267,0.9543702598983345,0.9397618242963662,0.9611819788856228,0.9575844274115597,0.9613366865535006,0.959989103202567,0.9668429165015802,0.9559493039749732,0.9606920490540858,0.9615815005910668,0.934980739833118,0.9361876010708757,0.9370369171779809,0.9365715925826459,0.9207200104483889
GSM2674180,0.9734825177349806,0.9723332119781734,0.9792361730271708,0.9626255876786272,0.9651396640333377,0.9650728860798028,0.9502351815170588,0.9821644277287114,0.9744785570454298,0.9765142533997111,0.982194771278974,0.9851402998487305,1.0,0.981447713499836,0.9721305222747496,0.9463963541603978,0.9751744240651976,0.9337844716507054,0.9864292406559438,0.9591509824979558,0.9418452263292333,0.9353425911779996,0.9138877969973478,0.9012278106765574,0.9101443558161072,0.881511652600482,0.9488829121587966,0.9469847211516145,0.9011748517159367,0.9147825938682459,0.8756490136037638,0.9263042702316465,0.9460255582356768,0.9417823610046174,0.9297134393208044,0.9385755885544682,0.9289535790714886,0.9279570720588632,0.9352230987951595,0.9305757841514505,0.9177103248352421,0.9263415317167898,0.944004687597544,0.9326217718928327,0.9476012075749449,0.930295558134333,0.9263513041645218,0.9246761823339846,0.9392395225026529,0.9456391687399972,0.8958774633428837,0.9429323932985082,0.9497842992716591,0.7197163166733945,0.7572811367638529,0.6427675799538327,0.8109785876471994,0.9502524745312682,0.9467602867059115,0.9329926470267199,0.958738986808367,0.9580360285860319,0.9608865286903722,0.958934347519881,0.9619977991941635,0.9559073429520258,0.9575232581311998,0.9574724928958402,0.9306260627691875,0.9297176345575512,0.933371460652856,0.9396261965540985,0.9175678169540994
GSM2674181,0.9665024602388782,0.9721293185371772,0.9717834447323122,0.9617917823003578,0.971119432758395,0.970714673129048,0.9542303831401089,0.9838353839946429,0.9711290132675998,0.9812777248094807,0.9789510689818706,0.9779370927999419,0.981447713499836,1.0,0.9612412025758554,0.950795226682594,0.9769749757371586,0.9287526390019958,0.9780333712096619,0.9559169501660604,0.9312877337829307,0.9270277844370355,0.9047613742910866,0.8910819292468285,0.9031761664466439,0.8777844378763582,0.939447161567203,0.9403011991733601,0.8905408952241097,0.9060689467218107,0.8703264668771328,0.9182010667225209,0.9437191085380692,0.938909507298267,0.9276396716580753,0.9350218553722929,0.9244004309038505,0.9219930287234184,0.9263605209384421,0.9266505682561692,0.9142972449012645,0.9271861920655591,0.9371796888600977,0.9222335858466498,0.9414274906604934,0.9217600297932409,0.9244235824257828,0.9309047015274704,0.9300089274785536,0.9428086908983132,0.8943239334072214,0.9333043290464951,0.9553080049797035,0.706679928050739,0.7578859402520416,0.6243525466549953,0.804650469297045,0.9399069294889454,0.9335207176822619,0.9219314033690021,0.9505095970817539,0.9418649145494246,0.9514929129523909,0.9507405362937118,0.9533662832994676,0.9451702354622503,0.9455713309193313,0.9521008123411938,0.9139944371948663,0.915417649562237,0.9260787524189482,0.9301814667612699,0.9084981327090658
GSM2674182,0.9721298634919102,0.9709765483688293,0.9748388114701422,0.923242592686307,0.933456768319413,0.9293236503921868,0.9206355817987005,0.9635079207254249,0.9536565446218233,0.9601194727662611,0.9702579527241549,0.9703584211005158,0.9721305222747496,0.9612412025758554,1.0,0.9166154640781043,0.9649342652829154,0.9230515994867955,0.9674344837695518,0.937617454994496,0.9328464762434326,0.9276028369947522,0.9053261626804647,0.8956864796859731,0.9229413420764077,0.8807501320904076,0.9371556616314389,0.9391651675997039,0.8928031405327049,0.9010939382456211,0.8441623956712765,0.9115189813033829,0.9445777857262446,0.932361034983344,0.9223538328658204,0.9312521927734062,0.9143057772764572,0.9120079321924865,0.9338056795046745,0.9189689895773264,0.8948716557610681,0.9088263289455077,0.9346816217970318,0.9329235004077903,0.9426795408099038,0.915018646201488,0.9018287459459241,0.8984214055229532,0.9416460177903049,0.9415253191876899,0.8664411126517569,0.934095885198095,0.9430376194547094,0.7074069967308148,0.740601031908737,0.6580902453377858,0.7921347966570588,0.9451656938720203,0.9418740791751579,0.9372289136393945,0.9455398364623289,0.956878562395796,0.9578781186385323,0.9527280893111493,0.9452162474366758,0.9505735885637867,0.9614446883352479,0.9448193165924517,0.9314899029226517,0.9219005372346853,0.9357051408515418,0.9339591966216955,0.8973140750716349
GSM2674183,0.9358786731138549,0.9461422201365096,0.9279289502532961,0.9585387438771754,0.9626660848239821,0.9665032751252908,0.9665727491109096,0.9572145851945469,0.9493174387203651,0.9640659905285739,0.9503382589897108,0.9488288042560487,0.9463963541603978,0.950795226682594,0.9166154640781043,1.0,0.9630347632998234,0.964589705033543,0.9552945028985116,0.9794602354663177,0.9255389315035141,0.9234841380078794,0.8912438514351841,0.8727661492832648,0.8478000872047622,0.8672301169638172,0.9157666963162205,0.9143226018735369,0.8751964775498405,0.8974137561539636,0.9264881058532775,0.8806782185015197,0.9187985145354601,0.9088734155546618,0.9036377979844733,0.9146654558056693,0.9245175939571939,0.9157137580671709,0.9138352705563138,0.9105710729699309,0.9224360972399527,0.9135580022043482,0.9296392061005516,0.9032305842552446,0.8991635999471047,0.9075522242816357,0.9361439411913932,0.9205997982530799,0.9151085309289632,0.9263029804290791,0.8764925233946801,0.9120521079875262,0.9222819009067006,0.7315474394567073,0.8060325497939984,0.6463946827218946,0.8243124402418083,0.9217913810039327,0.9025123015242937,0.8824459347204251,0.9201629754785355,0.9124614626692833,0.9128926427172075,0.9280333938009098,0.9368411654468594,0.9053936210578775,0.918324635245461,0.9389997608762174,0.8926965384938237,0.909449486629818,0.8873802438849788,0.8711375181754221,0.9044247417915129
GSM2674184,0.9668172601573164,0.9727609419919349,0.9686496678599948,0.957863514496069,0.9657200888423368,0.9638752793249061,0.9597883198368157,0.9743074067469024,0.9639146912010227,0.977743034951944,0.9798810590593229,0.9755004951505529,0.9751744240651976,0.9769749757371586,0.9649342652829154,0.9630347632998234,1.0,0.9428382783839262,0.9756635061576141,0.9713011828695124,0.9413172489436091,0.9357571566957517,0.91098474951605,0.9003463922505388,0.9023106965629143,0.8855496530621865,0.9378982707765909,0.9478310017550069,0.894400367363143,0.9122917197508442,0.8959133506993797,0.9195231642787381,0.9490176296255511,0.9325690669340448,0.9296173057479845,0.94200493251345,0.934011246885638,0.927334549984791,0.9365013901392517,0.9291217504328263,0.9240202409524358,0.9310785949613175,0.9451067145461602,0.933995489701256,0.9349733162307124,0.9225666273100493,0.934817145630275,0.9270398966112827,0.944435914667159,0.9530104468670344,0.8904730328468196,0.9366843059377296,0.9552246279411253,0.7233238711010034,0.7728306751298988,0.6459220926341357,0.818757085852881,0.9445388083383857,0.9355505342230497,0.9286399570471404,0.9519021431856082,0.9443884170050011,0.9568150655684025,0.9512511639620943,0.9565835294957455,0.9409000751058315,0.9560891826031114,0.9603323586325128,0.9200582549919368,0.9242050892408934,0.9247077035680504,0.9195160788949768,0.911103201485134
GSM2674185,0.939881095656527,0.9412800875790238,0.9258376304821613,0.9340073851589652,0.9326028670144889,0.9419933526057767,0.9397092921181819,0.9389881714961825,0.9456913574595578,0.9486316638706055,0.9385408666715932,0.9397257781730737,0.9337844716507054,0.9287526390019958,0.9230515994867955,0.964589705033543,0.9428382783839262,1.0,0.9463299663880601,0.9661581729108671,0.913291112508132,0.9190447250002871,0.8799607177984269,0.8656470156903022,0.8464131253635128,0.872439829297937,0.9062384095371606,0.8971686523874577,0.8748746421720744,0.8866609522423262,0.9098250416817477,0.8691652404274172,0.9198835492056662,0.9106969934999576,0.9055130191640351,0.9053481037272704,0.9088119410999902,0.9028403508794866,0.9173931611099003,0.9025117443859462,0.9011777480763696,0.9050937713706143,0.9221145634051274,0.9006617669617131,0.9020869950162328,0.9016902504495863,0.9145098990167014,0.901104393668798,0.9142234562318393,0.9204283054129381,0.8629029880420996,0.9058669581944201,0.9024436307511157,0.7214913853088176,0.8050366679172296,0.6753960130140508,0.8091250264035388,0.9150469419082174,0.9022225012602759,0.8819007467967072,0.9075406151935572,0.9202235891815006,0.9041494484237045,0.9153212261924021,0.9272176955245574,0.9037302238858741,0.9163750456411082,0.9219647519403047,0.906229369283386,0.9208706927214559,0.904457601915199,0.8780286651035933,0.9030840641198237
GSM2674186,0.9712752108331204,0.9693323324859512,0.9779649007245844,0.9688670192997416,0.9682123824502448,0.969510461575391,0.9561420410336107,0.9775371263110862,0.9735146256014687,0.9753254509532346,0.9799295193989244,0.9832413343741474,0.9864292406559438,0.9780333712096619,0.9674344837695518,0.9552945028985116,0.9756635061576141,0.9463299663880601,1.0,0.9670059495229575,0.9470087207584743,0.9408275815562421,0.9186296645436849,0.9074356415446988,0.9035436365006329,0.8832774383238262,0.9506826799083871,0.9460954133872552,0.905421017275993,0.9199757492441868,0.8960275435803083,0.9280591259945076,0.9471846210136907,0.9420030853845872,0.930794294222317,0.9427660022453963,0.9333042063020314,0.9335834694664571,0.9408338224656979,0.9317567745519405,0.9225559496985769,0.9290462946014578,0.9484816078679968,0.93687312415753,0.9476336444567072,0.9292496815382867,0.9325977426275271,0.9256347574905562,0.9424417842190449,0.9445615711208242,0.8999374693504325,0.9474993872911546,0.9458539533921589,0.732038163209265,0.7708833967964379,0.6519172174876469,0.8193573571490539,0.952612909553381,0.9505287979428795,0.9343352551752154,0.9597897259504675,0.9608053577474343,0.9618031909465268,0.9605863777242422,0.9682011286461942,0.9502982256372359,0.955287886590923,0.9585324214506469,0.934665948584037,0.9426416646449021,0.9313644146816694,0.9353044935107298,0.9271781712892463
GSM2674187,0.9493677659116452,0.9564093306522837,0.9490333696932312,0.9589329717269798,0.9614355419988665,0.96317868697091,0.961742609385984,0.9603903659999565,0.950727414852419,0.9688639565523768,0.962568385448949,0.9621980339815919,0.9591509824979558,0.9559169501660604,0.937617454994496,0.9794602354663177,0.9713011828695124,0.9661581729108671,0.9670059495229575,1.0,0.9307643857583682,0.9286096360728245,0.8951890541155569,0.8870852012989198,0.861724657020314,0.8692238888696258,0.9242835547714922,0.9247096204000311,0.8862522525423416,0.9039382018220657,0.9287352573308252,0.8965729371037603,0.9257586920355465,0.9152978034317655,0.908389848701934,0.926843458888828,0.9265710873216663,0.9211875493693839,0.9245826424952048,0.9156999145416956,0.9223699650894072,0.9186506628986832,0.9386073278870837,0.9153895718531561,0.917402409380852,0.9122143988970106,0.9339913809617532,0.9208077812661609,0.9301729260218979,0.932625177128653,0.8842820710807965,0.925339496857656,0.9308912838037047,0.7300267363674365,0.7876280178163103,0.6472566722446922,0.8177330441926102,0.9352273297406534,0.9220960361716024,0.9061355979290283,0.9333018544255747,0.928411442280877,0.9344136166928414,0.9376917662291177,0.9488715013487851,0.9217196855579772,0.9331580297118519,0.9479002383791645,0.9076229600693976,0.9275525333290229,0.9042486725147166,0.8914118611510418,0.9084666796790091
